Time Stamp,GPS-001 L1,GPS-002 L1,GPS-003 L1,GPS-004 L1,GPS-005 L1,GPS-006 L1,GPS-007 L1,GPS-008 L1,GPS-009 L1,GPS-010 L1,GPS-011 L1,GPS-012 L1,GPS-013 L1,GPS-014 L1,GPS-015 L1,GPS-016 L1,GPS-017 L1,GPS-018 L1,GPS-019 L1,GPS-020 L1,GPS-021 L1,GPS-022 L1,GPS-023 L1,GPS-024 L1,GPS-025 L1,GPS-026 L1,GPS-027 L1,GPS-028 L1,GPS-029 L1,GPS-030 L1
  1429365600.100,,,    24466779.458,,,,,,    24282268.293,,,,,    20692393.049,    24878409.000,,,    21953569.041,    21606821.340,,,    23698568.337,    20732344.622,,,,    21297992.740,    24136156.624,,
  1429365600.200,,,    24466747.759,,,,,,    24282275.782,,,,,    20692396.865,    24878486.552,,,    21953520.185,    21606862.630,,,    23698511.941,    20732366.859,,,,    21297956.159,    24136213.644,,
  1429365600.300,,,    24466716.058,,,,,,    24282283.276,,,,,    20692400.683,    24878564.102,,,    21953471.331,    21606903.918,,,    23698455.548,    20732389.096,,,,    21297919.577,    24136270.661,,
  1429365600.400,,,    24466684.354,,,,,,    24282290.773,,,,,    20692404.505,    24878641.652,,,    21953422.481,    21606945.204,,,    23698399.159,    20732411.333,,,,    21297882.995,    24136327.678,,
  1429365600.500,,,    24466652.648,,,,,,    24282298.275,,,,,    20692408.330,    24878719.200,,,    21953373.633,    21606986.488,,,    23698342.772,    20732433.569,,,,    21297846.413,    24136384.692,,
  1429365600.600,,,    24466620.939,,,,,,    24282305.781,,,,,    20692412.159,    24878796.747,,,    21953324.788,    21607027.771,,,    23698286.390,    20732455.805,,,,    21297809.830,    24136441.706,,
  1429365600.700,,,    24466589.228,,,,,,    24282313.291,,,,,    20692415.990,    24878874.292,,,    21953275.946,    21607069.051,,,    23698230.010,    20732478.041,,,,    21297773.247,    24136498.718,,
  1429365600.800,,,    24466557.515,,,,,,    24282320.804,,,,,    20692419.825,    24878951.837,,,    21953227.107,    21607110.330,,,    23698173.634,    20732500.277,,,,    21297736.663,    24136555.728,,
  1429365600.900,,,    24466525.799,,,,,,    24282328.323,,,,,    20692423.663,    24879029.380,,,    21953178.271,    21607151.607,,,    23698117.261,    20732522.512,,,,    21297700.080,    24136612.737,,
  1429365601.000,,,    24466494.081,,,,,,    24282335.845,,,,,    20692427.504,    24879106.921,,,    21953129.438,    21607192.882,,,    23698060.891,    20732544.747,,,,    21297663.495,    24136669.745,,
  1429365601.100,,,    24466462.361,,,,,,    24282343.371,,,,,    20692431.348,    24879184.462,,,    21953080.607,    21607234.155,,,    23698004.524,    20732566.982,,,,    21297626.911,    24136726.752,,
  1429365601.200,,,    24466430.638,,,,,,    24282350.902,,,,,    20692435.195,    24879262.000,,,    21953031.779,    21607275.427,,,    23697948.161,    20732589.217,,,,    21297590.326,    24136783.757,,
  1429365601.300,,,    24466398.914,,,,,,    24282358.437,,,,,    20692439.045,    24879339.537,,,    21952982.954,    21607316.696,,,    23697891.801,    20732611.451,,,,    21297553.740,    24136840.762,,
  1429365601.400,,,    24466367.187,,,,,,    24282365.976,,,,,    20692442.899,    24879417.073,,,    21952934.132,    21607357.964,,,    23697835.443,    20732633.686,,,,    21297517.154,    24136897.765,,
  1429365601.500,,,    24466335.457,,,,,,    24282373.519,,,,,    20692446.755,    24879494.607,,,    21952885.313,    21607399.230,,,    23697779.089,    20732655.920,,,,    21297480.568,    24136954.766,,
  1429365601.600,,,    24466303.726,,,,,,    24282381.067,,,,,    20692450.615,    24879572.139,,,    21952836.497,    21607440.494,,,    23697722.738,    20732678.154,,,,    21297443.981,    24137011.767,,
  1429365601.700,,,    24466271.992,,,,,,    24282388.619,,,,,    20692454.478,    24879649.670,,,    21952787.684,    21607481.756,,,    23697666.390,    20732700.388,,,,    21297407.393,    24137068.767,,
  1429365601.800,,,    24466240.257,,,,,,    24282396.176,,,,,    20692458.343,    24879727.199,,,    21952738.874,    21607523.016,,,    23697610.045,    20732722.621,,,,    21297370.805,    24137125.765,,
  1429365601.900,,,    24466208.519,,,,,,    24282403.737,,,,,    20692462.212,    24879804.726,,,    21952690.067,    21607564.274,,,    23697553.703,    20732744.855,,,,    21297334.216,    24137182.763,,
  1429365602.000,,,    24466176.779,,,,,,    24282411.302,,,,,    20692466.084,    24879882.251,,,    21952641.262,    21607605.531,,,    23697497.364,    20732767.088,,,,    21297297.627,    24137239.760,,
  1429365602.100,,,    24466145.037,,,,,,    24282418.871,,,,,    20692469.959,    24879959.775,,,    21952592.461,    21607646.785,,,    23697441.028,    20732789.321,,,,    21297261.037,    24137296.756,,
  1429365602.200,,,    24466113.292,,,,,,    24282426.445,,,,,    20692473.837,    24880037.297,,,    21952543.663,    21607688.038,,,    23697384.695,    20732811.554,,,,    21297224.446,    24137353.751,,
  1429365602.300,,,    24466081.546,,,,,,    24282434.024,,,,,    20692477.718,    24880114.817,,,    21952494.867,    21607729.289,,,    23697328.365,    20732833.787,,,,    21297187.855,    24137410.745,,
  1429365602.400,,,    24466049.798,,,,,,    24282441.607,,,,,    20692481.602,    24880192.335,,,    21952446.075,    21607770.538,,,    23697272.037,    20732856.020,,,,    21297151.263,    24137467.738,,
