gps_time,roll,pitch,yaw
1429448058.25458,0,-3.972137,219.1578
1429448058.36073,0,-3.677338,217.4622
1429448058.45601,0,-4.477386,215.9792
1429448058.55574,0,-4.072998,214.5025
1429448058.6561,0,-4.175903,212.6133
1429448058.75389,0,-4.158386,211.2634
1429448058.8864,0,-3.086609,209.7589
1429448059.03845,0,-3.458008,207.8114
1429448059.06374,0,-3.277344,206.8066
1429448059.15575,0,-3.930389,204.4287
1429448059.25783,0,-3.059235,203.8106
1429448059.35892,0,-2.531525,202.8394
1429448059.46043,0,-2.966095,201.2632
1429448059.5545,0,-2.973053,200.0409
1429448059.65769,0,-3.2117,199.0878
1429448059.75422,0,-3.604828,197.9007
1429448059.90194,0,-3.235229,196.7561
1429448060.09389,0,-2.770081,196.2268
1429448060.10181,0,-3.938568,194.8678
1429448060.15733,0,-3.793701,194.1652
1429448060.25422,0,-3.561676,193.5415
1429448060.36088,0,-4.353088,192.8171
1429448060.45459,0,-3.426605,192.3969
1429448060.55507,0,-3.151154,192.2077
1429448060.655,0,-4.248901,191.4285
1429448060.75225,0,-3.649323,191.7248
1429448060.87506,0,-3.808258,191.2946
1429448061.0657,0,-3.689362,190.9493
1429448061.07233,0,-3.105316,191.2948
1429448061.15431,0,-3.635956,191.0046
1429448061.25631,0,-2.52124,191.1111
1429448061.35759,0,-2.4646,191.4284
1429448061.4595,0,-1.960785,191.6335
1429448061.55473,0,-3.644104,191.1368
1429448061.65696,0,-3.047302,191.3085
1429448061.75311,0,-2.020996,191.8453
1429448061.8783,0,-1.171967,192.5169
1429448062.05658,0,-3.669922,191.0652
1429448062.06312,0,-3.121124,191.7197
1429448062.15337,0,-1.552887,192.3305
1429448062.25824,0,-2.646759,191.8196
1429448062.36132,0,-3.299774,191.3557
1429448062.45598,0,-2.057098,191.8965
1429448062.5524,0,-3.300751,191.3257
1429448062.65601,0,-3.751495,191.2052
1429448062.75195,0,-1.950867,191.9229
1429448062.87601,0,-3.081207,191.8607
1429448063.0786,0,-3.88623,190.8253
1429448063.08534,0,-3.18335,191.5615
1429448063.1549,0,-3.750061,191.5913
1429448063.25674,0,-4.580597,191.2093
1429448063.35883,0,-4.294861,191.6177
1429448063.45552,0,-3.880646,191.4236
1429448063.55496,0,-3.671448,191.5252
1429448063.65536,0,-3.511292,192.0351
1429448063.75399,0,-4.106567,191.7806
1429448063.8783,0,-2.860504,192.5854
1429448064.05812,0,-3.444153,191.7836
1429448064.0668,0,-2.334503,192.6563
1429448064.15816,0,-2.261108,192.955
1429448064.25595,0,-3.261566,192.3374
1429448064.35921,0,-2.763031,192.3267
1429448064.45424,0,-3.421143,192.307
1429448064.55277,0,-2.724548,192.1875
1429448064.65417,0,-3.093781,192.5542
