gps_time,lax,lay,laz,avx,avy,avz,x,y,z,w
1429448058.20718,-0.150900728163915,-0.327874584940262,-9.8241061617136,-0.00604057218879461,-0.00190673198085278,-0.285032689571381,0.00551391113549471,-1.77808196895057e-05,-0.42540568113327,0.904985964298248
1429448058.21718,-0.101019730723603,-0.311756466897391,-9.79471289396882,-0.0146469380706549,-0.00201684609055519,-0.283775627613068,0.0054507153108716,-1.51751964949653e-05,-0.425087928771973,0.905135631561279
1429448058.22718,-0.165998006125912,-0.248328772804793,-9.69588485547006,-0.0112702110782266,-0.0024465995375067,-0.281526148319244,0.00539727415889502,-2.68460134975612e-05,-0.424850821495056,0.905247271060944
1429448058.23718,-0.164073504336737,-0.257204207976721,-9.92319548149705,-0.00499316118657589,-0.0017748448299244,-0.282924234867096,0.00539423478767276,-5.52735255041625e-05,-0.42458501458168,0.905372023582458
1429448058.24718,-0.139580639786227,-0.329608642191254,-9.65663128796816,-0.00936791207641363,0.00154446298256516,-0.281734734773636,0.00537626538425684,-5.58969877602067e-05,-0.424312800168991,0.905499696731567
1429448058.25718,-0.199350003167521,-0.327896541043743,-9.83696798137426,-0.0154854832217097,-0.00172153662424535,-0.283855885267258,0.00530609069392085,-6.04433189437259e-05,-0.424117237329483,0.905591726303101
1429448058.26718,-0.0717935997066554,-0.277930605266336,-9.78432418642342,-0.0113163692876697,-0.00503852311521769,-0.283582746982574,0.00525591475889087,-7.18305818736553e-05,-0.42385545372963,0.905714571475983
1429448058.27718,-0.194424036273733,-0.258197438531462,-9.7632702924788,-0.00866126455366611,-0.00258544483222067,-0.28394228219986,0.0052261957898736,-0.000103255093563348,-0.423683941364288,0.905795037746429
1429448058.28718,-0.12790794771174,-0.215667589305248,-9.65903601102233,-0.0153959095478058,-0.000548072741366923,-0.284732043743134,0.00517267361283302,-9.12102477741428e-05,-0.423472702503204,0.905894100666046
1429448058.29718,-0.146157944950461,-0.156220379683562,-9.80289678494632,-0.0177826732397079,-0.0019110074499622,-0.283247351646423,0.00507603073492646,-8.32863443065435e-05,-0.423374086618423,0.905940771102905
1429448058.30718,-0.127754930840805,-0.167867818585783,-9.52872737711072,-0.0135178724303842,-0.00373555417172611,-0.281975030899048,0.00501159997656941,-7.59882168495096e-05,-0.423211514949799,0.906017065048218
1429448058.31718,-0.117726873301342,-0.240376644756552,-9.84988357704878,-0.00654957490041852,-0.00573490979149938,-0.28550997376442,0.00499201891943812,-0.000118135852972046,-0.42307311296463,0.906081795692444
1429448058.32718,-0.164467070231587,-0.279730640425626,-9.57697498292923,-0.0158881358802319,-0.00235833413898945,-0.284165769815445,0.00493086827918887,-0.000118295443826355,-0.422932773828506,0.906147599220276
1429448058.33718,-0.0825758731469046,-0.213871006478369,-9.84607483241558,-0.0212601255625486,-0.000922584731597453,-0.286370098590851,0.00483021838590503,-7.4934541771654e-05,-0.422792941331863,0.906213402748108
1429448058.34718,-0.216215048853867,-0.0606040560731897,-9.71405530293286,-0.0149558903649449,-0.00693482719361782,-0.285874485969543,0.00472063990309834,-0.000100949349871371,-0.422854542732239,0.906185269355774
1429448058.35718,-0.16999553306317,-0.0474067939130822,-9.74109002485275,-0.0105286501348019,-0.00754213519394398,-0.286025911569595,0.00464166002348065,-0.000131613953271881,-0.422845959663391,0.906189680099487
1429448058.36718,-0.255150417252071,-0.0581829435732216,-9.75341759150624,-0.0153254056349397,-0.00381282297894359,-0.285538613796234,0.00453805411234498,-0.000158277151058428,-0.422934204339981,0.90614902973175
1429448058.37718,-0.128678466293355,-0.0568605678290827,-9.84420786949992,-0.0168519839644432,0.00443259626626968,-0.284265071153641,0.00446440698578954,-0.000103132748336066,-0.422894269227982,0.906168043613434
1429448058.38718,-0.104577487137262,-0.0791890437202062,-9.6370357761383,-0.0100579783320427,0.00496525783091784,-0.285064727067947,0.00442944839596748,-7.23573175491765e-05,-0.422864943742752,0.906181871891022
1429448058.39718,-0.111686186631303,-0.0779580406205263,-9.90001568143964,-0.0075876833871007,-0.00235597183927894,-0.285575062036514,0.00438654888421297,-8.0214704212267e-05,-0.422836601734161,0.906195342540741
1429448058.40718,-0.212922948505916,-0.0539475710257888,-9.63782897234261,-0.0147378407418728,-0.00934696197509766,-0.284205943346024,0.00426871981471777,-0.000122736149933189,-0.42292845249176,0.90615302324295
1429448058.41718,-0.217848002084251,-0.0727006954810582,-9.85282255311012,-0.0109362369403243,-0.00308103626593947,-0.285270273685455,0.00418465211987495,-0.00014113231736701,-0.422986775636673,0.906126141548157
1429448058.42718,-0.239403963799495,-0.0211759539882885,-9.81768928040862,-0.00306994956918061,0.00290725170634687,-0.285403519868851,0.00414993846789002,-0.000153409579070285,-0.42315274477005,0.906048834323883
1429448058.44718,-0.0320911673425348,-0.116903272825619,-9.85322119703889,-0.00736009702086449,0.00274936947971582,-0.284186065196991,0.00412369333207607,-6.9348476245068e-05,-0.423150479793549,0.906050026416779
1429448058.45718,-0.149354165442195,-0.121915027439874,-9.85289620286822,-0.00545749580487609,-0.00775687815621495,-0.285915553569794,0.00406914157792926,-0.000120839642477222,-0.423220187425613,0.906017661094666
1429448058.46718,-0.138030305071687,-0.163206914102659,-9.79815338981152,-0.00362085178494453,-0.00846126209944487,-0.286415696144104,0.00404237257316709,-0.00017947236483451,-0.423214256763458,0.90602058172226
1429448058.47718,-0.265654421740212,-0.215080437067058,-9.9639144453764,-0.004895128775388,-0.00151225319132209,-0.285253256559372,0.00401370506733656,-0.000227575248572975,-0.423321664333344,0.905970573425293
