Time Stamp,GAL-001 E1,GAL-002 E1,GAL-003 E1,GAL-004 E1,GAL-005 E1,GAL-006 E1
  1429365601.000,           5.754,          11.707,          31.269,          41.407,          33.175,          16.121
  1429365602.000,           8.836,           8.298,          28.199,          39.124,          32.092,          17.423
  1429365603.000,          12.997,           4.960,          23.909,          35.539,          29.954,          18.714
  1429365604.000,          17.903,           5.589,          18.711,          30.956,          27.158,          20.461
  1429365605.000,          23.222,          10.395,          13.050,          25.764,          24.185,          22.862
  1429365606.000,          28.556,          16.063,           7.623,          20.385,          21.515,          25.746
  1429365607.000,          33.477,          21.544,           4.462,          15.238,          19.461,          28.688
  1429365608.000,          37.577,          26.309,           6.579,          10.687,          18.001,          31.192
  1429365609.000,          40.507,          29.986,          10.178,           7.044,          16.770,          32.814
  1429365610.000,          42.014,          32.330,          13.195,           4.778,          15.256,          33.225
  1429365611.000,          41.970,          33.238,          15.357,           4.853,          13.048,          32.237
  1429365612.000,          40.378,          32.753,          16.842,           7.218,           9.985,          29.813
  1429365613.000,          37.375,          31.071,          18.073,          10.921,           6.382,          26.068
  1429365614.000,          33.220,          28.530,          19.559,          15.514,           4.498,          21.252
  1429365615.000,          28.264,          25.579,          21.651,          20.684,           7.899,          15.745
  1429365616.000,          22.920,          22.713,          24.349,          26.064,          13.370,          10.087
  1429365617.000,          17.614,          20.347,          27.324,          31.233,          19.020,           5.397
  1429365618.000,          12.741,          18.634,          30.096,          35.769,          24.177,           5.096
  1429365619.000,           8.630,          17.356,          32.184,          39.289,          28.405,           8.503
  1429365620.000,           5.624,          16.038,          33.199,          41.492,          31.400,          11.876
  1429365621.000,           4.477,          14.195,          32.884,          42.188,          32.990,          14.439
  1429365622.000,           5.889,          11.535,          31.133,          41.318,          33.147,          16.203
  1429365623.000,           9.044,           8.092,          27.988,          38.955,          31.996,          17.491
  1429365624.000,          13.255,           4.837,          23.638,          35.305,          29.810,          18.797
  1429365625.000,          18.194,           5.794,          18.401,          30.678,          26.991,          20.579
  1429365626.000,          23.525,          10.704,          12.731,          25.463,          24.024,          23.014
  1429365627.000,          28.847,          16.382,           7.351,          20.087,          21.382,          25.914
  1429365628.000,          33.733,          21.834,           4.448,          14.964,          19.365,          28.844
  1429365629.000,          37.775,          26.547,           6.778,          10.456,          17.931,          31.310
  1429365630.000,          40.631,          30.154,          10.368,           6.874,          16.697,          32.872
  1429365631.000,          42.054,          32.420,          13.338,           4.711,          15.153,          33.208
  1429365632.000,          41.921,          33.247,          15.455,           4.935,          12.899,          32.138
  1429365633.000,          40.245,          32.688,          16.913,           7.396,           9.790,          29.636
  1429365634.000,          37.170,          30.948,          18.145,          11.158,           6.189,          25.823
  1429365635.000,          32.959,          28.371,          19.658,          15.791,           4.556,          20.958
  1429365636.000,          27.971,          25.411,          21.788,          20.984,           8.181,          15.425
  1429365637.000,          22.617,          22.564,          24.512,          26.363,          13.690,           9.782
  1429365638.000,          17.326,          20.234,          27.490,          31.508,          19.326,           5.219
  1429365639.000,          12.488,          18.555,          30.235,          35.996,          24.441,           5.244
  1429365640.000,           8.429,          17.288,          32.272,          39.450,          28.608,           8.707
  1429365641.000,           5.500,          15.952,          33.218,          41.572,          31.528,          12.043
  1429365642.000,           4.490,          14.069,          32.825,          42.181,          33.037,          14.557
  1429365643.000,           6.030,          11.360,          30.992,          41.223,          33.116,          16.284
  1429365644.000,           9.256,           7.886,          27.774,          38.782,          31.898,          17.559
  1429365645.000,          13.515,           4.728,          23.364,          35.068,          29.665,          18.881
  1429365646.000,          18.486,           6.011,          18.090,          30.397,          26.824,          20.698
  1429365647.000,          23.827,          11.016,          12.412,          25.162,          23.863,          23.168
  1429365648.000,          29.136,          16.699,           7.087,          19.790,          21.251,          26.082
  1429365649.000,          33.985,          22.122,           4.455,          14.692,          19.272,          28.999
  1429365650.000,          37.969,          26.781,           6.980,          10.228,          17.861,          31.425
  1429365651.000,          40.750,          30.318,          10.556,           6.708,          16.623,          32.925
  1429365652.000,          42.088,          32.504,          13.479,           4.652,          15.049,          33.186
  1429365653.000,          41.867,          33.251,          15.551,           5.024,          12.747,          32.035
  1429365654.000,          40.108,          32.619,          16.983,           7.578,           9.594,          29.455
  1429365655.000,          36.961,          30.822,          18.218,          11.397,           6.001,          25.575
  1429365656.000,          32.697,          28.211,          19.760,          16.071,           4.636,          20.661
  1429365657.000,          27.676,          25.244,          21.927,          21.284,           8.468,          15.106
  1429365658.000,          22.315,          22.417,          24.677,          26.662,          14.010,           9.479
  1429365659.000,          17.040,          20.123,          27.654,          31.781,          19.631,           5.057
  1429365660.000,          12.237,          18.476,          30.372,          36.221,          24.703,           5.402
  1429365661.000,           8.230,          17.220,          32.357,          39.606,          28.807,           8.910
  1429365662.000,           5.382,          15.865,          33.233,          41.647,          31.650,          12.207
  1429365663.000,           4.512,          13.941,          32.760,          42.169,          33.078,          14.673
  1429365664.000,           6.175,          11.182,          30.847,          41.124,          33.080,          16.363
  1429365665.000,           9.471,           7.680,          27.556,          38.605,          31.797,          17.627
  1429365666.000,          13.778,           4.635,          23.088,          34.828,          29.517,          18.966
  1429365667.000,          18.779,           6.239,          17.777,          30.115,          26.656,          20.820
  1429365668.000,          24.130,          11.330,          12.094,          24.861,          23.704,          23.323
  1429365669.000,          29.424,          17.015,           6.829,          19.493,          21.123,          26.250
  1429365670.000,          34.235,          22.407,           4.484,          14.422,          19.180,          29.152
  1429365671.000,          38.160,          27.012,           7.183,          10.003,          17.792,          31.537
  1429365672.000,          40.865,          30.478,          10.742,           6.547,          16.548,          32.975
  1429365673.000,          42.117,          32.584,          13.617,           4.601,          14.941,          33.160
  1429365674.000,          41.809,          33.251,          15.645,           5.121,          12.592,          31.928
  1429365675.000,          39.966,          32.547,          17.053,           7.764,           9.396,          29.270
  1429365676.000,          36.749,          30.693,          18.292,          11.639,           5.817,          25.324
  1429365677.000,          32.432,          28.049,          19.863,          16.352,           4.735,          20.362
  1429365678.000,          27.381,          25.077,          22.068,          21.585,           8.759,          14.785
  1429365679.000,          22.013,          22.271,          24.842,          26.959,          14.330,           9.179
  1429365680.000,          16.754,          20.015,          27.818,          32.051,          19.935,           4.911
  1429365681.000,          11.988,          18.400,          30.507,          36.441,          24.962,           5.568
  1429365682.000,           8.036,          17.152,          32.438,          39.758,          29.001,           9.112
