Time Stamp,GPS-001 L1,GPS-002 L1,GPS-003 L1,GPS-004 L1,GPS-005 L1,GPS-006 L1,GPS-007 L1,GPS-008 L1,GPS-009 L1,GPS-010 L1,GPS-011 L1,GPS-012 L1,GPS-013 L1,GPS-014 L1,GPS-015 L1,GPS-016 L1,GPS-017 L1,GPS-018 L1,GPS-019 L1,GPS-020 L1,GPS-021 L1,GPS-022 L1,GPS-023 L1,GPS-024 L1,GPS-025 L1,GPS-026 L1,GPS-027 L1,GPS-028 L1,GPS-029 L1,GPS-030 L1
  1429365601.000,,,   128572294.188,,,,,,   127604536.124,,,,,   108739440.463,   130740589.298,,,   115364473.841,   113546564.972,,,   124534150.518,   108950258.001,,,,   111919977.066,   126839055.605,,
  1429365602.000,,,   128570626.753,,,,,,   127604932.653,,,,,   108739643.203,   130744663.685,,,   115361908.463,   113548733.456,,,   124531189.164,   108951426.409,,,,   111918054.413,   126842051.051,,
  1429365603.000,,,   128568958.218,,,,,,   127605331.496,,,,,   108739847.540,   130748737.114,,,   115359344.639,   113550900.952,,,   124528229.361,   108952594.753,,,,   111916131.430,   126845046.014,,
  1429365604.000,,,   128567288.713,,,,,,   127605732.737,,,,,   108740053.411,   130752809.400,,,   115356782.396,   113553067.461,,,   124525270.964,   108953763.092,,,,   111914208.026,   126848040.691,,
  1429365605.000,,,   128565618.386,,,,,,   127606136.438,,,,,   108740260.744,   130756880.373,,,   115354221.740,   113555233.005,,,   124522313.814,   108954931.493,,,,   111912284.121,   126851035.290,,
  1429365606.000,,,   128563947.404,,,,,,   127606542.632,,,,,   108740469.456,   130760949.886,,,   115351662.659,   113557397.621,,,   124519357.734,   108956100.026,,,,   111910359.654,   126854030.023,,
  1429365607.000,,,   128562275.952,,,,,,   127606951.326,,,,,   108740679.451,   130765017.809,,,   115349105.122,   113559561.370,,,   124516402.537,   108957268.764,,,,   111908434.579,   126857025.108,,
  1429365608.000,,,   128560604.228,,,,,,   127607362.502,,,,,   108740890.630,   130769084.040,,,   115346549.077,   113561724.324,,,   124513448.024,   108958437.784,,,,   111906508.867,   126860020.759,,
  1429365609.000,,,   128558932.440,,,,,,   127607776.114,,,,,   108741102.885,   130773148.496,,,   115343994.454,   113563886.575,,,   124510493.990,   108959607.163,,,,   111904582.506,   126863017.190,,
  1429365610.000,,,   128557260.806,,,,,,   127608192.090,,,,,   108741316.101,   130777211.126,,,   115341441.168,   113566048.232,,,   124507540.225,   108960776.979,,,,   111902655.501,   126866014.607,,
  1429365611.000,,,   128555589.549,,,,,,   127608610.335,,,,,   108741530.163,   130781271.899,,,   115338889.115,   113568209.413,,,   124504586.519,   108961947.310,,,,   111900727.877,   126869013.208,,
  1429365612.000,,,   128553918.892,,,,,,   127609030.729,,,,,   108741744.952,   130785330.816,,,   115336338.179,   113570370.251,,,   124501632.663,   108963118.229,,,,   111898799.674,   126872013.178,,
  1429365613.000,,,   128552249.057,,,,,,   127609453.131,,,,,   108741960.349,   130789387.902,,,   115333788.227,   113572530.887,,,   124498678.453,   108964289.809,,,,   111896870.949,   126875014.687,,
  1429365614.000,,,   128550580.262,,,,,,   127609877.381,,,,,   108742176.238,   130793443.211,,,   115331239.119,   113574691.473,,,   124495723.692,   108965462.119,,,,   111894941.776,   126878017.889,,
  1429365615.000,,,   128548912.717,,,,,,   127610303.301,,,,,   108742392.505,   130797496.821,,,   115328690.706,   113576852.163,,,   124492768.195,   108966635.220,,,,   111893012.241,   126881022.918,,
  1429365616.000,,,   128547246.621,,,,,,   127610730.698,,,,,   108742609.042,   130801548.835,,,   115326142.828,   113579013.117,,,   124489811.790,   108967809.169,,,,   111891082.447,   126884029.885,,
  1429365617.000,,,   128545582.159,,,,,,   127611159.367,,,,,   108742825.747,   130805599.379,,,   115323595.327,   113581174.494,,,   124486854.320,   108968984.017,,,,   111889152.507,   126887038.880,,
  1429365618.000,,,   128543919.501,,,,,,   127611589.096,,,,,   108743042.524,   130809648.603,,,   115321048.035,   113583336.456,,,   124483895.648,   108970159.806,,,,   111887222.543,   126890049.968,,
  1429365619.000,,,   128542258.794,,,,,,   127612019.665,,,,,   108743259.291,   130813696.672,,,   115318500.790,   113585499.157,,,   124480935.654,   108971336.571,,,,   111885292.688,   126893063.190,,
  1429365620.000,,,   128540600.171,,,,,,   127612450.851,,,,,   108743475.973,   130817743.772,,,   115315953.430,   113587662.748,,,   124477974.241,   108972514.337,,,,   111883363.080,   126896078.559,,
  1429365621.000,,,   128538943.734,,,,,,   127612882.433,,,,,   108743692.507,   130821790.099,,,   115313405.800,   113589827.372,,,   124475011.336,   108973693.120,,,,   111881433.864,   126899096.062,,
  1429365622.000,,,   128537289.569,,,,,,   127613314.193,,,,,   108743908.844,   130825835.863,,,   115310857.748,   113591993.162,,,   124472046.890,   108974872.929,,,,   111879505.184,   126902115.663,,
