gps_time,lax,lay,laz,avx,avy,avz,x,y,z,w
1429364521.32254,-0.151149643157376,0.203858237839583,-9.68645651738942,0.00177809351589531,0.000281533284578472,0.00269451644271612,-0.0128638865426183,0.00320313218981028,-0.837881743907928,0.545690715312958
1429364521.34254,-0.114840294147516,0.180327377588488,-9.670763858217,-3.38985410053283e-05,0.00129909673705697,0.00151578267104924,-0.0128345284610987,0.00322168157435954,-0.837882459163666,0.545690298080444
1429364521.35254,-0.132356844278844,0.167361659161933,-9.8974052066803,0.00101544242352247,-0.00180963519960642,0.00096020771889016,-0.0128353610634804,0.00321454834192991,-0.837880730628967,0.545692980289459
1429364521.36754,-0.0727033075632527,0.186367936394364,-9.69704922307432,0.000432035361882299,-0.00161018362268806,0.00164546491578221,-0.0128316674381495,0.00321500655263662,-0.837872505187988,0.545705676078796
1429364521.37254,-0.145818940520752,0.162670998861361,-9.82639865656495,0.000869200506713241,-0.00130721752066165,0.000820945424493402,-0.0128233591094613,0.00321148638613522,-0.837874710559845,0.545702517032623
1429364521.38254,-0.127282728485484,0.15004235776891,-9.82300492247343,-0.000189280006452464,-0.00271514663472772,0.00157842203043401,-0.0128248240798712,0.00319910072721541,-0.837873160839081,0.545704960823059
1429364521.39754,-0.185213870988414,0.150893540371303,-9.77000164656043,-0.000711203145328909,-0.00335625931620598,0.00146413512993604,-0.012840467505157,0.00318278535269201,-0.837880074977875,0.54569411277771
1429364521.40254,-0.150919387198612,0.143288125135191,-9.9220591709435,-0.000694527465384454,-0.00191458174958825,-0.000110719389340375,-0.0128426114097238,0.00317110680043697,-0.837891399860382,0.545676589012146
1429364521.41254,-0.151177873738017,0.14899327797424,-9.70447732724845,-0.000246190902544186,0.000936765340156853,0.00110952113755047,-0.0128345722332597,0.00317533151246607,-0.837891399860382,0.545676827430725
1429364521.43254,-0.110335758403037,0.138163384266291,-9.67675520758629,-0.00165664521045983,-0.00120929314289242,0.00165440153796226,-0.0128183253109455,0.00317643978632987,-0.837899029254913,0.545665562152863
1429364521.44254,-0.142297826323053,0.135686600622907,-9.90334278003573,-0.00127619120758027,-0.00249828700907528,0.0013472578721121,-0.0128226447850466,0.00317420228384435,-0.837900996208191,0.545662403106689
1429364521.45754,-0.0800578167782165,0.174291202696785,-9.70428911119997,-0.00129841279704124,-0.000233150582062081,0.00213788379915059,-0.012811316177249,0.00319259823299944,-0.837893187999725,0.545674562454224
1429364521.46254,-0.151188121137395,0.160058660938498,-9.82724738234877,-0.000507246935740113,0.000629442976787686,0.00115827471017838,-0.0128007624298334,0.00319568486884236,-0.837896645069122,0.545669436454773
1429364521.47254,-0.120832547699101,0.151158474917803,-9.81846552547812,-0.000185653319931589,-0.00172654935158789,0.00179971416946501,-0.0127944657579064,0.00318455998785794,-0.837896287441254,0.54567015171051
