gps_time,x,y,z,vE,vN,vU
1429364566.30083,4181961.21458952,860777.873847324,4723089.55217637,-2.81037644495487,1.31204873385164,-0.160969826001718
1429364566.40775,4181961.17123834,860777.588531986,4723089.65740167,-2.70719040205529,1.44696168714471,0.114932095453917
1429364566.50768,4181961.1242796,860777.286793357,4723089.72731185,-2.86077914894418,1.26193975815325,-0.193560864239624
1429364566.60588,4181961.09782365,860776.974660072,4723089.77974171,-3.00392705529538,1.01132143523771,-0.203438732168704
1429364566.70249,4181961.10422827,860776.671923196,4723089.84951979,-2.97814100765542,0.87365080316744,0.153324673418566
1429364566.80315,4181961.08472822,860776.366694432,4723089.89778213,-2.95032305038379,0.922426350595173,-0.179637858875918
1429364566.89919,4181961.08206516,860776.05667735,4723089.9466121,-3.03116775856806,0.810696392311559,-0.0716853876939613
1429364567.03103,4181961.11202287,860775.747113143,4723089.98654237,-3.09249736976514,0.512821450172273,0.0761728315704577
1429364567.18529,4181961.14522492,860775.435659947,4723090.02185792,-3.11754030955686,0.461178802567963,0.0605270330182769
1429364567.21246,4181961.16820234,860775.116001082,4723090.0423932,-3.17729927563265,0.449252954321163,-0.127408163007979
1429364567.30013,4181961.20415093,860774.80781328,4723090.07620391,-3.08065971864466,0.322186299115928,0.0291473837498086
1429364567.40422,4181961.25602013,860774.503137975,4723090.08792675,-3.08878671922353,0.157340436535474,0.0162678603493113
1429364567.50666,4181961.30670079,860774.189686233,4723090.0799816,-3.17235347589124,0.0477612556676114,-0.149669694391713
1429364567.60569,4181961.39190849,860773.891425457,4723090.08951915,-3.09317050225194,-0.10984771421498,0.226816662015104
1429364567.70069,4181961.4739447,860773.588319099,4723090.08243876,-3.13423779734749,-0.190493812445358,0.0758901675411611
1429364567.80259,4181961.55798436,860773.289224345,4723090.04974309,-3.09898425540221,-0.382253675109619,-0.0961895752547022
1429364567.9015,4181961.65476636,860773.000929129,4723090.02481683,-3.01889492365406,-0.439408591556839,0.0595534826747985
1429364568.0287,4181961.77317125,860772.715202705,4723089.98949363,-3.03732729852391,-0.670310223257572,0.127151638936744
1429364568.20953,4181961.86878824,860772.427501759,4723089.93995843,-3.01072544911791,-0.596227275165807,-0.13037210615382
1429364568.21803,4181962.00941115,860772.158101261,4723089.90068159,-2.92221196455079,-0.883136511681399,0.265118254117066
1429364568.30112,4181962.12622331,860771.89683371,4723089.86126363,-2.89911228558276,-0.964616788049659,-0.0321209709076514
1429364568.40267,4181962.26090752,860771.632001564,4723089.79343008,-2.86549336900014,-1.03750264960413,0.0199306248510455
1429364568.50417,4181962.42841113,860771.380742706,4723089.73284148,-2.79871241542019,-1.24864078654688,0.306910279875969
1429364568.60328,4181962.58564038,860771.132825405,4723089.66842864,-2.74526901223639,-1.20432602816453,0.215705454271004
1429364568.69925,4181962.74742898,860770.882829888,4723089.57560757,-2.77481651530059,-1.4242380534226,0.0313693929343106
1429364568.80358,4181962.91575921,860770.645759051,4723089.47543438,-2.66141095526371,-1.54042128378516,0.0368827626506387
1429364568.89922,4181963.07377168,860770.413200504,4723089.36571413,-2.59641302497199,-1.53578187456034,-0.0955941489912815
1429364569.02969,4181963.26857669,860770.187628024,4723089.2689985,-2.60216229333966,-1.72751266220581,0.25134745352608
