1429365600.00000,9.9999999966,0.2999999999
1429365600.10000,10.0135107589,0.6004053227
1429365600.20000,10.0537906314,0.9020190416
1429365600.30000,10.1204712320,1.2056331786
1429365600.40000,10.2127031951,1.5120142744
1429365600.50000,10.3295462837,1.8219006629
1429365600.60000,10.4697661729,2.1359936481
1429365600.70000,10.6318700783,2.4549497505
1429365600.80000,10.8144036782,2.7793818608
1429365600.90000,11.0156117425,3.1098502131
1429365601.00000,11.2338620385,3.4468660742
1429365601.10000,11.4674234535,3.7908887779
1429365601.20000,11.7144843535,4.1423233085
1429365601.30000,11.9734566336,4.5015270075
1429365601.40000,12.2425725656,4.8688041844
1429365601.50000,12.5203236830,5.2444138949
1429365601.60000,12.8051862035,5.6285694810
1429365601.70000,13.0956142115,6.0214379074
1429365601.80000,13.3903553118,6.4231485667
1429365601.90000,13.6879813075,6.8337880060
1429365602.00000,13.9873634693,7.2534089100
1429365602.10000,14.2873527721,7.6820294932
1429365602.20000,14.5867640976,8.1196324161
1429365602.30000,14.8847219594,8.5661740749
1429365602.40000,15.1801334938,9.0215780797
1429365602.50000,15.4722144297,9.4857445126
1429365602.60000,15.7601325661,9.9585484896
1429365602.70000,16.0429915366,10.4398382357
1429365602.80000,16.3202113750,10.9294445769
1429365602.90000,16.5909501005,11.4271730800
1429365603.00000,16.8546822680,11.9328135480
1429365603.10000,17.1108084850,12.4461378025
1429365603.20000,17.3586419793,12.9668970619
1429365603.30000,17.5978215371,13.4948317080
1429365603.40000,17.8276872210,14.0296623247
1429365603.50000,18.0479061341,14.5710995087
1429365603.60000,18.2580522414,15.1188410759
1429365603.70000,18.4575958461,15.6725689513
1429365603.80000,18.6463433138,16.2319592507
1429365603.90000,18.8237750116,16.7966725011
1429365604.00000,18.9897092455,17.3663637784
1429365604.10000,19.1438579577,17.9406795172
1429365604.20000,19.2858188344,18.5192540822
1429365604.30000,19.4155353230,19.1017201419
1429365604.40000,19.5326057415,19.6876983141
1429365604.50000,19.6369758756,20.2768075904
1429365604.60000,19.7284760436,20.8686618717
1429365604.70000,19.8068166119,21.4628663701
1429365604.80000,19.8720603808,22.0590281815
1429365604.90000,19.9239137820,22.6567455950
1429365605.00000,19.9624365877,23.2556186926
1429365605.10000,19.9875681354,23.8552457366
1429365605.20000,19.9991258129,24.4552195110
1429365605.30000,19.9972819474,25.0551379695
1429365605.40000,19.9818488648,25.6545934354
1429365605.50000,19.9529939029,26.2531832525
1429365605.60000,19.9107622570,26.8505061202
1429365605.70000,19.8550787562,27.4461584829
1429365605.80000,19.7862212253,28.0397451196
1429365605.90000,19.7041112855,28.6308684582
1429365606.00000,19.6090224766,29.2191391325
1429365606.10000,19.5011082241,29.8041723792
1429365606.20000,19.3804065388,30.3855845754
1429365606.30000,19.2473020234,30.9630036361
1429365606.40000,19.1018344384,31.5360586693
1429365606.50000,18.9443882366,32.1043903164
1429365606.60000,18.7752334675,32.6676473204
1429365606.70000,18.5945334614,33.2254833242
1429365606.80000,18.4027882740,33.7775669724
1429365606.90000,18.2001720292,34.3235721333
1429365607.00000,17.9871933192,34.8631879329
1429365607.10000,17.7642565260,35.3961156287
1429365607.20000,17.5316722891,35.9220657973
1429365607.30000,17.2900762383,36.4407680845
1429365607.40000,17.0398050401,36.9519622357
1429365607.50000,16.7815186843,37.4554077962
1429365607.60000,16.5157883789,37.9508814476
1429365607.70000,16.2431104430,38.4381747609
1429365607.80000,15.9642944064,38.9171035931
1429365607.90000,15.6798872884,39.3875002117
1429365608.00000,15.3907489158,39.8492226792
1429365608.10000,15.0976733882,40.3021528808
1429365608.20000,14.8014044753,40.7461950151
1429365608.30000,14.5029910580,41.1812847468
1429365608.40000,14.2032633055,41.6073826460
1429365608.50000,13.9033570914,42.0244833588
1429365608.60000,13.6043705815,42.4326144762
1429365608.70000,13.3073800584,42.8318358779
1429365608.80000,13.0137584658,43.2222486319
1429365608.90000,12.7247037859,43.6039897455
1429365609.00000,12.4417068064,43.9772409497
1429365609.10000,12.1662390441,44.3422281210
1429365609.20000,11.8997609401,44.6992209492
1429365609.30000,11.6439981593,45.0485408940
1429365609.40000,11.4005078430,45.3905561293
1429365609.50000,11.1710823749,45.7256886005
1429365609.60000,10.9574520596,46.0544121623
1429365609.70000,10.7612695018,46.3772502474
1429365609.80000,10.5843347124,46.6947802887
1429365609.90000,10.4281759132,47.0076255661
1429365610.00000,10.2943896040,47.3164572543
1429365610.10000,10.1843450828,47.6219876067
1429365610.20000,10.0991475373,47.9249620329
1429365610.30000,10.0398361289,48.2261571167
