gps_time,x,y,z,clock_bias_m,num_sats,lat_deg,lon_deg,h_m
1429364553.9,4181987.3268431355,860781.9154628977,4723066.5449826475,0.9268761314359791,10,48.077758185045106,11.630801871858289,550.0452025572276
1429364554.0,4181986.9029331375,860781.9928570777,4723066.2439121315,0.816508226129036,10,48.077759049905616,11.630804035950943,549.5542071402599
1429364554.2,4181985.421207449,860781.3784298744,4723064.8592022015,-0.36269587801318415,10,48.07776126980981,11.630799968714218,547.4715039494887
1429364554.3,4181984.9018960237,860781.5185254244,4723064.902178555,-0.6695558842115409,10,48.0777647424239,11.630803215038057,547.1825120766773
1429364554.4,4181984.2761619315,860781.8314598768,4723065.359344593,-0.8077273038190573,10,48.07777116788374,11.63080902103204,547.1553365354002
1429364554.5,4181983.991098695,860781.9203914816,4723066.423453665,-0.7890246769811804,10,48.07777930951413,11.630810961136813,547.7725221057818
1429364554.6,4181983.9898400144,860781.9750454152,4723066.806083247,-0.7030855641246277,10,48.077781542956174,11.630811682900628,548.0637566039758
1429364554.7,4181981.9112655306,860781.760873321,4723066.081580923,-2.1043717551935575,10,48.0777911011506,11.63081449123854,546.135616195365
1429364554.8,4181982.4287004313,860782.2266540035,4723066.395881352,-1.4188766925741734,10,48.07778897013295,11.630819213486964,546.770821901508
1429364554.9,4181982.2095392924,860781.8941722382,4723067.097504413,-1.385859754918534,10,48.07779507043517,11.630815436340368,547.1046627134492
1429364555.0,4181981.9355245247,860781.5057616247,4723067.095175844,-1.7968707678262388,10,48.077797376186204,11.630811072477945,546.8712967320629
1429364555.2,4181981.3054391444,860782.0828435111,4723066.574368401,-2.224558318353586,10,48.07779759797513,11.630820362143318,546.1491899992449
1429364555.3,4181980.93520003,860782.1422102073,4723066.618298491,-2.638184452980953,10,48.07780020825202,11.6308221440903,545.9475874376465
1429364555.4,4181980.739556623,860782.4792690718,4723066.718691612,-2.5692880427538016,10,48.07780163893924,11.630827103610129,545.9396563454175
1429364555.5,4181982.7224363093,860781.0576045554,4723069.548898974,-0.9886066194072743,11,48.07780756605296,11.63080305309604,549.1515880355026
1429364555.6,4181982.9469345342,860780.6312808488,4723070.333877234,-0.781177680614778,11,48.077811386165514,11.630796842238496,549.8251413291696
1429364555.7,4181981.995662236,860780.6411529165,4723069.385817988,-1.3607403737374284,11,48.077811911022096,11.630799545560015,548.4985501375254
1429364555.8,4181981.552120443,860780.4328769374,4723069.277552857,-1.7590349305010187,11,48.077814448313895,11.630798007982373,548.0996864561841
1429364555.9,4181981.420093494,860780.7002422399,4723069.202601799,-1.6121958035247865,11,48.07781450259065,11.63080187935699,547.9935332489407
1429364556.0,4181981.1263834303,860780.5184960483,4723069.591121402,-1.7299535953429919,11,48.077819006934554,11.630800285127137,548.0659273836802
1429364556.2,4181980.101297492,860780.6307243344,4723069.51255366,-2.689710957448382,11,48.07782510155138,11.630804533493276,547.3517671508507
1429364556.3,4181980.5838839007,860780.7192252948,4723069.577763848,-2.539738863945945,11,48.07782221126063,11.630804391143219,547.7280132714407
1429364556.4,4181980.5451105647,860781.1422247428,4723070.034263969,-2.1456913888416165,11,48.077824637510325,11.630810055851493,548.0992766171361
1429364556.5,4181980.673738868,860780.8746655956,4723070.190459466,-1.7986343893138383,11,48.077825093901744,11.630806191122861,548.2636297747154
1429364556.6,4181980.8491801475,860780.7414366639,4723071.158472375,-1.3699891048498942,11,48.077829939855995,11.630803965353303,549.080746437734
1429364556.7,4181981.8891745065,860780.9190260699,4723071.9460812295,-0.42759777588787806,11,48.07782761664941,11.630803485953393,550.3712642219788
1429364556.8,4181980.8066024017,860780.9589077914,4723071.483045135,-0.9759204784157591,11,48.077831875637735,11.63080693893513,549.323675363691
1429364556.9,4181980.473270502,860781.0516147783,4723071.096675758,-1.3040918620410782,11,48.07783161373765,11.63080905925006,548.8305502591987
1429364557.0,4181980.6526392912,860781.0003155711,4723072.572573019,-0.6232263527058586,11,48.07783937490309,11.63080789972098,550.0391657275165
1429364557.2,4181978.0857701977,860781.3741706182,4723071.9142486565,-1.9537248498404336,11,48.07785173762018,11.630819757993397,547.9199305120196
1429364557.3,4181978.183624087,860781.4425352439,4723072.89836946,-1.6292332688986608,11,48.077856916893055,11.63082039182937,548.7254131112028
1429364557.4,4181977.7556123375,860781.821487154,4723072.652459384,-1.3747496819488665,11,48.07785773327192,11.6308265306354,548.3133947227301
1429364557.5,4181978.0025468827,860781.9852230726,4723072.498832148,-1.1855942954199834,11,48.077854971053945,11.630828014687845,548.3827368453684
1429364557.6,4181978.47599335,860781.7254717683,4723072.09091569,-1.0992024534726614,11,48.07784976779662,11.630823319709942,548.3540618509911
1429364557.7,4181978.315274708,860782.1382454949,4723072.151832751,-0.7763630704280639,11,48.077850630283024,11.630829179926923,548.3498119485187
1429364557.8,4181978.459254583,860782.4306614517,4723072.536046025,-0.1979667037232344,11,48.07785160066483,11.630832633855286,548.7692951537799
1429364557.9,4181978.6161413942,860782.2948958576,4723073.25312574,0.07326721629800659,11,48.077855063980884,11.63083042493983,549.3872205696911
1429364558.2,4181979.188558784,860782.2784546163,4723075.267411622,0.9468059740298234,11,48.077863436959746,11.630828660220555,551.2583331284586
1429364558.3,4181979.289035437,860781.8619426772,4723075.904119495,1.1117690294063896,11,48.07786716578796,11.630822913849245,551.7417273055482
1429364558.4,4181979.139838683,860781.9210608735,4723076.3901539035,1.1949382330036464,11,48.07787098401345,11.630824094522863,552.0136913523285
1429364558.5,4181977.7421770203,860781.794868534,4723076.242747944,0.5769107935586755,11,48.077879428387476,11.630826217113903,550.9723840778522
1429364558.6,4181977.1679603686,860781.2553107457,4723076.7259564875,0.2429304003838017,11,48.0778868226506,11.630820678768096,550.8834726847464
1429364558.7,4181976.6680165986,860780.8120038393,4723076.257663304,-0.3240709543970647,11,48.07788788351164,11.630816204584043,550.148161838073
1429364558.8,4181976.4519711235,860780.929102482,4723076.47071504,-0.14881086142963354,11,48.07789042149576,11.630818328193646,550.1810760989514
1429364558.9,4181976.1447929875,860780.9488057245,4723077.255545292,0.10187731653081755,11,48.07789712346856,11.630819418209105,550.5666682745214
1429364559.0,4181975.0523777334,860780.717567221,4723077.030585188,-0.7016840479858072,11,48.07790324310952,11.63081933428048,549.6532611998815
1429364559.2,4181976.4241487663,860781.1018460804,4723077.601016027,0.1776344093649873,11,48.07789716187772,11.630820673969923,551.0271417835373
1429364559.3,4181976.3589649326,860781.0346658122,4723077.3629028015,0.027496011064954473,11,48.0778962490629,11.630819967315015,550.798267423516
1429364559.4,4181976.258795476,860781.3667316776,4723077.06932894,-0.04528158256170686,11,48.07789469375175,11.630824602917821,550.5590096587704
1429364559.5,4181975.383504006,860781.6586648269,4723075.87009183,-0.9615022214453144,11,48.07789283106158,11.630830808043001,549.133243275396
1429364559.6,4181974.793032611,860781.7529359012,4723076.530716143,-0.8106276215131707,11,48.07790054280108,11.630833644586858,549.2510761877095
1429364559.7,4181973.7328313435,860781.7686626543,4723075.479604891,-1.5765805783755686,11,48.07790115450469,11.630836719571287,547.7773143029336
1429364559.8,4181973.1426814278,860782.4947254119,4723074.6231615795,-2.1168159100559865,11,48.07789889704618,11.630847859389734,546.851677646176
1429364559.9,4181972.9731608424,860782.2477072292,4723075.082611915,-1.962446079045833,11,48.0779031017091,11.630845071255163,547.0493265577674
1429364560.3,4181976.5856123283,860782.6544385221,4723079.3023875095,1.2276916893733734,11,48.0779042314985,11.630840644093274,552.6078441772137
1429364560.4,4181975.0926806573,860782.3275666278,4723079.908036483,0.6790566406277826,11,48.077918095446464,11.630840386744667,552.0374754981981
1429364560.5,4181974.2639205386,860782.4737979434,4723079.946825687,0.4086472706782395,11,48.07792356265085,11.630844550912865,551.5436923460823
1429364560.6,4181973.3947141957,860782.5891827231,4723079.466423647,-0.15320351169059396,11,48.07792621713851,11.63084841906559,550.6329798813067
1429364560.7,4181976.1303049317,860782.6490714246,4723079.992819399,1.5298242238292765,11,48.07791137091135,11.630841805340772,552.8228862705205
1429364560.8,4181975.979042054,860782.9459775309,4723079.680166667,1.5930106784212417,11,48.07791008324836,11.6308461170397,552.5312613663853
1429364560.9,4181974.706665717,860782.1183943838,4723080.066321332,1.0782063925781147,11,48.0779218584241,11.630838681755408,551.8744647942686
1429364561.0,4181973.2287414945,860781.6574971317,4723080.33405276,0.21979088698850224,11,48.07793377454312,11.630836622202395,551.0444357586842
1429364561.2,4181972.475179753,860781.5064556926,4723081.593570818,0.38525912183878136,11,48.07794648429726,11.630836675635557,551.4681097642721
1429364561.3,4181972.704169664,860781.5921937124,4723082.721597841,0.8917399738890435,11,48.07795164531329,11.630837183047918,552.4688229855419
1429364561.4,4181973.5389170414,860782.257818207,4723084.645995236,2.3383008861129406,11,48.077956838899844,11.63084367354991,554.536595640914
1429364561.5,4181973.4858601275,860782.5442802333,4723085.333369823,2.7571720345858393,11,48.07796093006445,11.630847582289293,555.0519047606822
1429364561.6,4181972.8737015375,860781.877787853,4723085.64383318,2.353783936986363,11,48.07796770632776,11.630840478187267,554.7925357518799
1429364561.7,4181971.8166550375,860781.8200398783,4723084.922950205,1.3457693160343727,11,48.077970380555854,11.630842578902431,553.55664958078
1429364561.8,4181971.1763784993,860781.8610563786,4723085.365373314,1.3395556445784795,11,48.07797717954,11.630844850225786,553.4723643542459
1429364561.9,4181970.786709556,860781.4399907385,4723085.442107749,1.2152218601040334,11,48.077980762329595,11.630840370035294,553.2177436882179
1429364562.0,4181969.8554425132,860781.5974084933,4723084.822782706,1.0169690979989943,11,48.07798293217494,11.630844958563571,552.16871433025
1429364562.2,4181969.1662330553,860781.4639169809,4723084.524938317,0.5711209992284084,11,48.07798583959298,11.630845068571766,551.4781023388878
1429364562.3,4181969.192087238,860782.3047216827,4723085.221874726,1.3680131516867446,11,48.07798872326769,11.630856050002917,552.1268335120853
1429364562.4,4181968.5487976745,860782.2340621009,4723084.671237296,0.7675687765289138,11,48.07798972615933,11.630856861631653,551.2866428391791
1429364562.5,4181967.9849022483,860782.5873089164,4723084.717012688,0.8127706671180648,11,48.07799322025455,11.630863030212938,550.99927024379
1429364562.6,4181967.834765167,860782.3105664069,4723085.064117507,0.5685793172021599,11,48.07799666298378,11.630859798944396,551.122009445298
1429364562.7,4181966.5381557243,860782.4782794529,4723084.040800586,-0.2515810657821522,11,48.07799878602012,11.630865511202824,549.5346948161932
1429364562.8,4181966.870379453,860782.6592712413,4723085.014996016,0.02138154173034583,11,48.07800221772848,11.630866991321609,550.5013359043807
1429364562.9,4181967.0574293584,860782.2231186456,4723085.565896245,0.04037509681774054,11,48.07800489012285,11.63086075256414,550.9748932566517
1429364563.0,4181969.7713337163,860782.8729350399,4723086.625980662,1.5183586097471653,11,48.07799259670769,11.630861951388527,553.6271605370061
1429364563.3,4181967.287488493,860782.4781557085,4723084.986419453,-0.6624567422289014,11,48.077999556758314,11.63086348231836,550.7286337817972
1429364563.4,4181967.2675987817,860782.5303743043,4723085.919965469,-0.0981263625954085,11,48.07800522557998,11.630864222479882,551.4172612816589
1429364563.5,4181967.1793674175,860782.6942202828,4723086.142236251,0.09511729557774923,11,48.07800691824067,11.630866614743777,551.5469738859025
1429364563.6,4181966.6991902497,860782.6078420818,4723085.76703999,-0.19724754026762176,11,48.07800792743597,11.630866778484561,550.9419446043267
1429364563.7,4181966.5520851584,860782.6293388301,4723086.290630529,0.1538237392491894,11,48.078012008340856,11.63086745901468,551.2381548827565
1429364563.8,4181966.363035232,860782.3549306141,4723085.566649469,-0.17521609839497324,11,48.07800926766807,11.630864363702326,550.5387970451533
1429364563.9,4181966.3787856554,860782.837142795,4723085.843085116,0.2944915524239672,11,48.078010174837424,11.63087065919969,550.81973972723
1429364564.2,4181964.8553259685,860782.0513129324,4723085.898885652,-0.6178429184319069,11,48.078021554395654,11.63086445199042,549.7584587551538
1429364564.3,4181964.544062839,860782.2691944146,4723086.499945012,-0.165627968763838,11,48.07802691167048,11.630868157883294,550.0313376223081
1429364564.4,4181964.140895503,860782.0656243596,4723087.261530143,-0.14534927343947857,11,48.078034404241,11.630866572931255,550.3067466109766
1429364564.5,4181963.842346401,860781.9702168072,4723087.031231953,-0.39922651995066266,11,48.07803510586188,11.630866126611735,549.9271706323436
1429364564.6,4181963.068977998,860781.6293263241,4723086.522463598,-0.751162598350298,11,48.078037577340126,11.630863738292486,548.9966103822203
1429364564.7,4181963.451759764,860780.9215890727,4723087.8121312065,-0.41977199142436217,11,48.07804377196932,11.630853400330876,550.1113572621384
1429364564.8,4181963.1501830025,860781.1051807961,4723087.282151632,-0.7863965622222228,11,48.07804231653742,11.630856629320078,549.5444005293092
1429364564.9,4181963.011928234,860780.7352497851,4723087.781608986,-0.7741704099898828,11,48.07804672246121,11.630852141047045,549.7757224785722
1429364565.0,4181963.091704064,860780.8745857683,4723089.289415319,0.13214554136437753,11,48.07805507084157,11.630853756628484,550.9685875521355
1429364565.2,4181962.377072161,860780.0371384837,4723089.631176934,-0.039179601662624464,11,48.07806293734542,11.63084468274047,550.6424220248699
1429364565.3,4181961.91114389,860779.3175524441,4723089.76244346,-0.21475001990812437,11,48.078067750246824,11.630836485151065,550.3382633828392
1429364565.4,4181963.1458083037,860779.0357247327,4723090.41528003,0.41252507277810513,11,48.0780639611854,11.630829440577102,551.5940122825764
1429364565.5,4181964.025190483,860778.9530574722,4723090.943417058,0.8759011673076326,11,48.07806148265443,11.630825974921963,552.5513075633546
1429364565.6,4181964.851302579,860778.4894058733,4723093.855273409,2.729783271211267,11,48.07807418895446,11.630817645793494,555.1960463110463
1429364565.7,4181963.97862315,860778.2869779076,4723092.996952308,1.9491562686265838,11,48.07807502433682,11.630817346069678,553.9590608252689
1429364565.8,4181964.0275213644,860777.9205126119,4723093.579681966,2.0807141417581305,11,48.0780786993544,11.630812397022554,554.3752819680268
1429364565.9,4181963.466772375,860777.8755979072,4723092.876333087,1.454906379012645,11,48.078078209069375,11.630813323726196,553.4789477458235
1429364566.0,4181962.19266885,860777.275153054,4723092.45863318,0.7409438488014881,11,48.07808485948661,11.630808878549207,552.2535065800746
1429364566.2,4181961.195031262,860776.2242194283,4723092.714785643,0.3564713260761261,11,48.078094354342426,11.63079776426387,551.6496896833293
1429364566.3,4181961.1473258575,860775.7872932315,4723092.561902041,0.49200795178343754,11,48.07809433782855,11.630792150438074,551.4458654243791
1429364566.4,4181960.5461755525,860775.3647669276,4723091.164791261,-0.40331072977920995,11,48.078090453462245,11.630788223174171,549.9560323008145
1429364566.5,4181960.6464141444,860775.2744586698,4723091.728396592,-0.21667650497875002,11,48.07809330458812,11.630786764990646,550.4288182145752
1429364566.6,4181960.003869675,860774.9276033099,4723090.671922348,-1.1294199520668384,11,48.078091636031154,11.630783944320472,549.1755420401981
1429364566.7,4181959.739751764,860774.8035256673,4723091.118055401,-0.8460763014856506,11,48.078096214792666,11.630783028008798,549.3179390089514
1429364566.8,4181959.886322099,860774.8020180295,4723091.315788219,-0.6670618447788476,11,48.0780964442637,11.630782611660647,549.5607756927399
1429364566.9,4181959.1267070463,860774.3816338317,4723089.870977593,-2.00188451016226,11,48.07809330894532,11.63077914126055,547.9320406267586
1429364567.0,4181959.31291937,860774.2866487687,4723089.462070263,-2.1817205924229577,11,48.07808975991357,11.630777389011813,547.7368537013747
1429364567.2,4181960.058365483,860774.1787348641,4723091.598490137,-0.7460443231976199,11,48.07809785604308,11.630773953876052,549.7997535549614
1429364567.3,4181960.770379154,860773.3351064932,4723092.844065641,0.1794401876924212,11,48.078101811369386,11.630760939072966,551.0788400180854
1429364567.4,4181961.451600806,860772.8205429963,4723094.0765718,1.0605561903912963,11,48.07810544608112,11.630752332755032,552.3723754001044
1429364567.5,4181962.060142986,860773.1852987066,4723093.877690551,1.2670075261162022,11,48.07809977094558,11.630755480698774,552.6717564515851
1429364567.6,4181962.7319857185,860772.6158277859,4723093.477153399,1.0368185771817708,11,48.078093729595125,11.630746178063314,552.7366825463774
1429364567.7,4181963.3651365605,860772.269807162,4723093.525664703,1.279780609303462,11,48.07809033835505,11.630739917101677,553.1405036717546
1429364567.8,4181963.209496215,860772.2072788893,4723093.21529081,1.4569863605384878,11,48.07808957794028,11.63073951630833,552.7992949910779
1429364567.9,4181963.6464985437,860772.1709140616,4723093.661346071,1.883101331265074,11,48.07808944299704,11.63073785607224,553.4122608022451
1429364568.0,4181964.0989705743,860771.8456703324,4723093.6133115515,2.217640237748329,11,48.07808662777718,11.630732357007656,553.6288090156689
1429364568.2,4181963.875003862,860771.5947880561,4723093.413697888,2.608425271996659,11,48.07808723469531,11.630729665369032,553.2999291934941
1429364568.3,4181963.931844575,860771.3683474932,4723093.447194226,3.2055710950097094,11,48.07808736888595,11.630726535294619,553.3315485280926
1429364568.4,4181964.0294403825,860770.9218533147,4723093.159302033,3.002279231221273,11,48.078085601863755,11.630720402612672,553.1210668582862
1429364568.5,4181963.8851448414,860770.2024016186,4723091.980257536,2.266944806468528,11,48.0780804341285,11.630711336630439,552.0524586769923
1429364568.6,4181964.247167989,860769.7128299742,4723092.19605456,2.6262675435965748,11,48.07808001849231,11.630703922367251,552.3839888000126
1429364568.7,4181964.06152223,860769.3765984286,4723091.452252498,2.0145708205145088,11,48.07807721982111,11.630700005236605,551.6637835398332
1429364568.8,4181963.6843061373,860768.8901220835,4723091.597506181,2.0462134843798188,11,48.07808122090818,11.630694631582626,551.4594849805038
1429364568.9,4181963.353649015,860768.6989923842,4723090.591394531,1.4358709099227254,11,48.07807760086041,11.630693013957806,550.4687558006469
1429364569.0,4181963.1871803333,860768.589120691,4723090.297607319,0.8611966421239886,11,48.07807707492878,11.630692020182837,550.1264256356894
1429364569.2,4181962.137506221,860768.3964894166,4723088.734262375,-0.15177873568049874,11,48.078074821158516,11.630692328036972,548.2503573931084
1429364569.3,4181962.5411318485,860768.1664358759,4723088.763556341,0.04946213163442087,11,48.078072662255906,11.630688212286893,548.5052991366558
1429364569.4,4181962.526709522,860767.6730143097,4723088.329610135,-0.534939198140068,11,48.07807081514501,11.630681765847358,548.1065199521279
1429364569.5,4181963.0051006665,860767.6150723946,4723087.943697573,-0.3371657947163934,11,48.07806543945236,11.63067971003798,548.1246338231383
1429364569.6,4181963.26180698,860767.3552042055,4723087.919337971,-0.2202248916292206,11,48.07806396126979,11.630675599882808,548.2394946483645
1429364569.7,4181962.863954165,860767.2720098085,4723087.636398645,-0.6713347849704988,11,48.078064980944816,11.630675582730921,547.7574115991844
1429364569.8,4181962.59504506,860767.1801118142,4723087.678597004,-0.6812939607659079,11,48.078067120788724,11.6306751023387,547.6004574939867
1429364569.9,4181962.796246605,860766.8632640201,4723088.081257166,-0.41593263335781205,11,48.07806864883732,11.630670393413407,547.9890477908406
1429364570.2,4181963.435474152,860766.1391532812,4723087.577412537,-1.110355969577306,11,48.078062409134624,11.630659146461891,547.9349360186252
1429364570.3,4181963.9078253387,860765.5907824774,4723087.742005426,-0.56918295426086,11,48.07806104211368,11.630650660874108,548.2926464809564
1429364570.4,4181964.1757152225,860765.6242125083,4723088.070748279,-0.2777688943599717,11,48.07806121649873,11.630650375531374,548.7170592986135
1429364570.5,4181964.517673939,860765.5808417555,4723087.8327637315,-0.15416615681586104,11,48.078057604062344,11.630648880347428,548.7579213477005
1429364570.6,4181964.682079879,860765.3388517709,4723087.500201357,-0.10017283978401406,11,48.07805485493332,11.630645254889771,548.585469036604
1429364570.7,4181965.291329674,860765.3260815538,4723086.573212187,-0.3693078670816906,11,48.07804530981782,11.630643438793692,548.292710245887
1429364570.8,4181965.3132482087,860765.2572246726,4723086.085732995,-0.7641509938564489,11,48.07804233019264,11.630642474451983,547.9350675274534
1429364570.9,4181964.975645886,860765.3756425908,4723085.3490486005,0.4373960876158205,11,48.07803995686157,11.63064494425768,547.1819567213039
1429364571.0,4181965.169996309,860765.2658090891,4723085.254283198,0.6300606847465954,11,48.07803826194156,11.630642974833572,547.2238349738434
1429364571.2,4181968.7301523206,860765.4221641507,4723085.7855951665,2.408359747957461,11,48.07801791113486,11.630635398406946,549.9699861493009
1429364571.3,4181969.4787913156,860765.8651084572,4723085.739194977,2.811849581599472,11,48.07801212851823,11.630639195049238,550.4850330523973
1429364571.4,4181970.02702032,860766.3505150427,4723086.537893936,3.382416145761784,11,48.07801267955136,11.630644091989456,551.5034515177838
1429364571.5,4181970.9000010523,860766.0144619276,4723086.682222636,3.7375230625950593,11,48.07800827878633,11.63063731323337,552.1368544287901
1429364571.6,4181971.1853740923,860765.7534280418,4723085.716822283,3.445851111389225,11,48.07800096036389,11.630633110211669,551.5701318897884
1429364571.7,4181971.3863873705,860765.1752879281,4723086.0543600805,3.4801438074132736,11,48.078002450845084,11.630624967425618,551.8749499164992
1429364571.8,4181970.8366569425,860765.1569807378,4723085.726008937,3.049368176857595,11,48.078004105500526,11.630626214019085,551.2684290053102
1429364571.9,4181970.970345626,860764.5719207997,4723085.277168326,2.6612658219254604,11,48.07800132183675,11.63061816241663,550.9431489382961
1429364572.0,4181970.369378565,860764.9020865159,4723084.218371391,1.8484908092613659,11,48.07799845356627,11.630624127890952,549.806543925746
1429364572.2,4181970.6879525175,860765.435939588,4723083.230840626,1.275557978696292,11,48.07798971234402,11.630630282905193,549.3521482612273
1429364572.3,4181969.866649965,860764.8646746516,4723082.634454756,0.35651714571110027,11,48.07799228229207,11.630624996219037,548.2939979283176
1429364572.4,4181970.2244280376,860765.052323386,4723082.4773209365,0.5764924835563865,11,48.07798874031819,11.63062649472228,548.4364869322694
1429364572.5,4181969.8039560104,860764.5260028758,4723081.943014834,0.021189003762515313,11,48.077988995713426,11.630620714384795,547.6928847485882
1429364572.6,4181969.903366985,860764.779607238,4723081.1749068955,-0.42173934240441935,11,48.077983387178456,11.630623778774611,547.2205837530132
1429364572.7,4181970.3119473886,860765.0340441923,4723081.080687037,-0.411784905098061,11,48.0779798001686,11.630626017692093,547.4521252754413
1429364572.8,4181970.3799171266,860765.1297309778,4723079.944015325,-1.0437943674387369,11,48.077972396307615,11.630627091499894,546.6637470948112
1429364572.9,4181970.851901655,860765.7498608073,4723080.314715126,-0.560064337425904,11,48.07797069379879,11.630633965488924,547.3319626232703
1429364573.0,4181970.4421284413,860765.8748736508,4723080.3393206755,-0.48295018806014023,11,48.07797335851967,11.63063671722198,547.0989531277824
