Time Stamp,GAL-001 E1,GAL-002 E1,GAL-003 E1,GAL-004 E1,GAL-005 E1,GAL-006 E1
  1429365601.000,           5.084,           9.571,          22.928,          29.900,          24.377,          12.656
  1429365601.100,           5.206,           9.384,          22.786,          29.824,          24.382,          12.780
  1429365601.200,           5.337,           9.194,          22.639,          29.740,          24.381,          12.901
  1429365601.300,           5.477,           9.002,          22.485,          29.650,          24.374,          13.020
  1429365601.400,           5.625,           8.806,          22.324,          29.552,          24.360,          13.137
  1429365601.500,           5.782,           8.609,          22.158,          29.448,          24.341,          13.252
  1429365601.600,           5.946,           8.409,          21.985,          29.337,          24.316,          13.366
  1429365601.700,           6.117,           8.207,          21.806,          29.219,          24.285,          13.477
  1429365601.800,           6.295,           8.004,          21.621,          29.094,          24.249,          13.587
  1429365601.900,           6.480,           7.799,          21.429,          28.962,          24.207,          13.696
  1429365602.000,           6.671,           7.593,          21.232,          28.824,          24.159,          13.803
  1429365602.100,           6.869,           7.387,          21.029,          28.680,          24.107,          13.910
  1429365602.200,           7.072,           7.180,          20.820,          28.529,          24.049,          14.015
  1429365602.300,           7.281,           6.974,          20.605,          28.371,          23.985,          14.119
  1429365602.400,           7.495,           6.768,          20.385,          28.208,          23.917,          14.223
  1429365602.500,           7.714,           6.564,          20.159,          28.038,          23.844,          14.326
  1429365602.600,           7.938,           6.362,          19.928,          27.863,          23.766,          14.429
  1429365602.700,           8.167,           6.164,          19.691,          27.681,          23.684,          14.532
  1429365602.800,           8.401,           5.969,          19.449,          27.493,          23.597,          14.635
  1429365602.900,           8.639,           5.780,          19.202,          27.300,          23.506,          14.737
  1429365603.000,           8.881,           5.597,          18.950,          27.101,          23.410,          14.840
  1429365603.100,           9.128,           5.421,          18.693,          26.897,          23.310,          14.944
  1429365603.200,           9.378,           5.255,          18.432,          26.687,          23.207,          15.047
  1429365603.300,           9.633,           5.099,          18.166,          26.472,          23.099,          15.152
  1429365603.400,           9.891,           4.956,          17.895,          26.252,          22.988,          15.257
  1429365603.500,          10.153,           4.827,          17.620,          26.027,          22.873,          15.363
  1429365603.600,          10.418,           4.714,          17.341,          25.797,          22.755,          15.470
  1429365603.700,          10.686,           4.620,          17.057,          25.563,          22.634,          15.578
  1429365603.800,          10.958,           4.545,          16.770,          25.323,          22.510,          15.687
  1429365603.900,          11.233,           4.492,          16.480,          25.080,          22.382,          15.798
  1429365604.000,          11.510,           4.462,          16.185,          24.832,          22.252,          15.910
  1429365604.100,          11.791,           4.456,          15.887,          24.579,          22.120,          16.023
  1429365604.200,          12.074,           4.476,          15.586,          24.323,          21.985,          16.138
  1429365604.300,          12.359,           4.520,          15.282,          24.063,          21.848,          16.254
  1429365604.400,          12.647,           4.590,          14.976,          23.799,          21.709,          16.372
  1429365604.500,          12.938,           4.683,          14.666,          23.531,          21.567,          16.492
  1429365604.600,          13.230,           4.801,          14.354,          23.260,          21.425,          16.614
  1429365604.700,          13.524,           4.940,          14.040,          22.986,          21.280,          16.737
  1429365604.800,          13.820,           5.101,          13.724,          22.709,          21.134,          16.862
  1429365604.900,          14.118,           5.280,          13.406,          22.428,          20.987,          16.989
  1429365605.000,          14.418,           5.477,          13.086,          22.145,          20.839,          17.117
  1429365605.100,          14.718,           5.690,          12.766,          21.859,          20.690,          17.248
  1429365605.200,          15.020,           5.917,          12.444,          21.571,          20.540,          17.380
  1429365605.300,          15.324,           6.157,          12.121,          21.280,          20.389,          17.513
  1429365605.400,          15.628,           6.409,          11.798,          20.987,          20.238,          17.649
  1429365605.500,          15.933,           6.671,          11.474,          20.692,          20.087,          17.786
  1429365605.600,          16.238,           6.942,          11.150,          20.395,          19.936,          17.925
  1429365605.700,          16.544,           7.221,          10.827,          20.097,          19.785,          18.065
  1429365605.800,          16.850,           7.508,          10.505,          19.797,          19.633,          18.207
  1429365605.900,          17.157,           7.801,          10.183,          19.495,          19.483,          18.350
  1429365606.000,          17.464,           8.099,           9.863,          19.193,          19.332,          18.494
  1429365606.100,          17.770,           8.402,           9.545,          18.889,          19.182,          18.640
  1429365606.200,          18.076,           8.710,           9.229,          18.584,          19.033,          18.787
  1429365606.300,          18.382,           9.021,           8.916,          18.279,          18.885,          18.934
  1429365606.400,          18.687,           9.335,           8.606,          17.973,          18.737,          19.083
  1429365606.500,          18.991,           9.652,           8.300,          17.667,          18.591,          19.232
  1429365606.600,          19.294,           9.971,           7.998,          17.360,          18.446,          19.383
  1429365606.700,          19.597,          10.291,           7.701,          17.054,          18.302,          19.533
  1429365606.800,          19.898,          10.613,           7.411,          16.747,          18.159,          19.684
  1429365606.900,          20.197,          10.936,           7.126,          16.441,          18.018,          19.835
  1429365607.000,          20.495,          11.259,           6.850,          16.135,          17.878,          19.987
  1429365607.100,          20.791,          11.583,           6.581,          15.830,          17.740,          20.138
  1429365607.200,          21.086,          11.906,           6.323,          15.525,          17.603,          20.289
  1429365607.300,          21.378,          12.229,           6.075,          15.221,          17.468,          20.440
  1429365607.400,          21.668,          12.552,           5.839,          14.919,          17.335,          20.590
  1429365607.500,          21.955,          12.873,           5.616,          14.617,          17.203,          20.740
  1429365607.600,          22.240,          13.194,           5.409,          14.317,          17.074,          20.889
  1429365607.700,          22.523,          13.513,           5.217,          14.018,          16.946,          21.036
  1429365607.800,          22.802,          13.830,           5.044,          13.720,          16.819,          21.183
  1429365607.900,          23.078,          14.146,           4.891,          13.425,          16.695,          21.329
  1429365608.000,          23.352,          14.459,           4.759,          13.131,          16.572,          21.473
  1429365608.100,          23.621,          14.770,           4.649,          12.839,          16.451,          21.615
  1429365608.200,          23.888,          15.079,           4.563,          12.550,          16.332,          21.755
  1429365608.300,          24.150,          15.385,           4.502,          12.263,          16.215,          21.894
  1429365608.400,          24.409,          15.688,           4.466,          11.978,          16.099,          22.030
  1429365608.500,          24.664,          15.988,           4.455,          11.696,          15.984,          22.164
  1429365608.600,          24.915,          16.284,           4.469,          11.416,          15.872,          22.296
  1429365608.700,          25.162,          16.577,           4.507,          11.140,          15.760,          22.425
  1429365608.800,          25.404,          16.867,           4.567,          10.866,          15.650,          22.551
  1429365608.900,          25.642,          17.153,           4.649,          10.595,          15.541,          22.675
  1429365609.000,          25.875,          17.435,           4.750,          10.328,          15.434,          22.795
  1429365609.100,          26.103,          17.712,           4.868,          10.064,          15.327,          22.912
  1429365609.200,          26.326,          17.986,           5.002,           9.803,          15.221,          23.025
  1429365609.300,          26.545,          18.255,           5.150,           9.546,          15.116,          23.135
  1429365609.400,          26.758,          18.520,           5.309,           9.293,          15.012,          23.241
  1429365609.500,          26.966,          18.780,           5.479,           9.044,          14.909,          23.344
  1429365609.600,          27.168,          19.035,           5.657,           8.799,          14.805,          23.442
  1429365609.700,          27.365,          19.285,           5.842,           8.558,          14.702,          23.536
  1429365609.800,          27.557,          19.531,           6.034,           8.321,          14.600,          23.626
  1429365609.900,          27.742,          19.771,           6.230,           8.089,          14.497,          23.712
  1429365610.000,          27.922,          20.006,           6.429,           7.862,          14.394,          23.793
  1429365610.100,          28.095,          20.235,           6.632,           7.639,          14.291,          23.869
  1429365610.200,          28.263,          20.459,           6.837,           7.422,          14.188,          23.940
  1429365610.300,          28.425,          20.678,           7.042,           7.209,          14.084,          24.007
  1429365610.400,          28.580,          20.890,           7.249,           7.002,          13.979,          24.068
  1429365610.500,          28.728,          21.097,           7.456,           6.801,          13.873,          24.124
  1429365610.600,          28.871,          21.299,           7.662,           6.606,          13.767,          24.175
  1429365610.700,          29.007,          21.494,           7.868,           6.417,          13.659,          24.221
