1429365600.000,0
1429365600.100,0
1429365600.200,0
1429365600.300,0
1429365600.400,0
1429365600.500,0
1429365600.600,0
1429365600.700,0
1429365600.800,0
1429365600.900,0
1429365601.000,0
1429365601.100,0
1429365601.200,0
1429365601.300,0
1429365601.400,0
1429365601.500,0
1429365601.600,0
1429365601.700,0
1429365601.800,0
1429365601.900,0
1429365602.000,0
1429365602.100,0
1429365602.200,0
1429365602.300,0
1429365602.400,0
1429365602.500,0
1429365602.600,0
1429365602.700,0
1429365602.800,0
1429365602.900,0
1429365603.000,0
1429365603.100,0
1429365603.200,0
1429365603.300,0
1429365603.400,0
1429365603.500,0
1429365603.600,0
1429365603.700,0
1429365603.800,0
1429365603.900,0
1429365604.000,0
1429365604.100,0
1429365604.200,0
1429365604.300,0
1429365604.400,0
1429365604.500,0
1429365604.600,0
1429365604.700,0
1429365604.800,0
1429365604.900,0
1429365605.000,0
1429365605.100,0
1429365605.200,0
1429365605.300,0
1429365605.400,0
1429365605.500,0
1429365605.600,0
1429365605.700,0
1429365605.800,0
1429365605.900,0
1429365606.000,0
1429365606.100,0
1429365606.200,0
1429365606.300,0
1429365606.400,0
1429365606.500,0
1429365606.600,0
1429365606.700,0
1429365606.800,0
1429365606.900,0
1429365607.000,0
1429365607.100,0
1429365607.200,0
1429365607.300,0
1429365607.400,0
1429365607.500,0
1429365607.600,0
1429365607.700,0
1429365607.800,0
1429365607.900,0
1429365608.000,0
1429365608.100,0
1429365608.200,0
1429365608.300,0
1429365608.400,0
1429365608.500,0
1429365608.600,0
1429365608.700,0
1429365608.800,0
1429365608.900,0
1429365609.000,0
1429365609.100,0
1429365609.200,0
1429365609.300,0
1429365609.400,0
1429365609.500,0
1429365609.600,0
1429365609.700,0
1429365609.800,0
1429365609.900,0
1429365610.000,0
1429365610.100,0
1429365610.200,0
1429365610.300,0
1429365610.400,0
1429365610.500,0
1429365610.600,0
1429365610.700,0
1429365610.800,0
1429365610.900,0
1429365611.000,0
1429365611.100,0
1429365611.200,0
1429365611.300,0
1429365611.400,0
1429365611.500,0
1429365611.600,0
1429365611.700,0
1429365611.800,0
1429365611.900,0
1429365612.000,0
1429365612.100,0
1429365612.200,0
