Time Stamp,GPS-001 L1,GPS-002 L1,GPS-003 L1,GPS-004 L1,GPS-005 L1,GPS-006 L1,GPS-007 L1,GPS-008 L1,GPS-009 L1,GPS-010 L1,GPS-011 L1,GPS-012 L1,GPS-013 L1,GPS-014 L1,GPS-015 L1,GPS-016 L1,GPS-017 L1,GPS-018 L1,GPS-019 L1,GPS-020 L1,GPS-021 L1,GPS-022 L1,GPS-023 L1,GPS-024 L1,GPS-025 L1,GPS-026 L1,GPS-027 L1,GPS-028 L1,GPS-029 L1,GPS-030 L1
  1429365600.100,,,   128573744.653,,,,,,   127604220.953,,,,,   108739285.850,   130736905.366,,,   115366818.283,   113544576.694,,,   124536861.182,   108949191.505,,,,   111921688.187,   126836326.629,,
  1429365600.200,,,   128573578.236,,,,,,   127604260.635,,,,,   108739305.831,   130737312.408,,,   115366561.709,   113544793.571,,,   124536564.602,   108949308.466,,,,   111921495.669,   126836626.652,,
  1429365600.300,,,   128573411.811,,,,,,   127604300.334,,,,,   108739325.827,   130737719.445,,,   115366305.147,   113545010.442,,,   124536268.035,   108949425.426,,,,   111921303.152,   126836926.668,,
  1429365600.400,,,   128573245.378,,,,,,   127604340.050,,,,,   108739345.837,   130738126.479,,,   115366048.597,   113545227.308,,,   124535971.481,   108949542.386,,,,   111921110.635,   126837226.681,,
  1429365600.500,,,   128573078.937,,,,,,   127604379.784,,,,,   108739365.861,   130738533.506,,,   115365792.058,   113545444.167,,,   124535674.942,   108949659.346,,,,   111920918.119,   126837526.687,,
  1429365600.600,,,   128572912.488,,,,,,   127604419.535,,,,,   108739385.900,   130738940.529,,,   115365535.530,   113545661.020,,,   124535378.415,   108949776.306,,,,   111920725.603,   126837826.690,,
  1429365600.700,,,   128572746.031,,,,,,   127604459.304,,,,,   108739405.952,   130739347.547,,,   115365279.014,   113545877.867,,,   124535081.902,   108949893.266,,,,   111920533.086,   126838126.689,,
  1429365600.800,,,   128572579.567,,,,,,   127604499.091,,,,,   108739426.019,   130739754.560,,,   115365022.510,   113546094.707,,,   124534785.402,   108950010.225,,,,   111920340.571,   126838426.682,,
  1429365600.900,,,   128572413.094,,,,,,   127604538.896,,,,,   108739446.100,   130740161.568,,,   115364766.017,   113546311.542,,,   124534488.914,   108950127.185,,,,   111920148.054,   126838726.672,,
  1429365601.000,,,   128572246.614,,,,,,   127604578.719,,,,,   108739466.195,   130740568.569,,,   115364509.537,   113546528.369,,,   124534192.439,   108950244.145,,,,   111919955.538,   126839026.657,,
  1429365601.100,,,   128572080.127,,,,,,   127604618.560,,,,,   108739486.304,   130740975.565,,,   115364253.068,   113546745.191,,,   124533895.978,   108950361.105,,,,   111919763.021,   126839326.638,,
  1429365601.200,,,   128571913.632,,,,,,   127604658.419,,,,,   108739506.427,   130741382.556,,,   115363996.610,   113546962.006,,,   124533599.529,   108950478.066,,,,   111919570.504,   126839626.616,,
  1429365601.300,,,   128571747.130,,,,,,   127604698.297,,,,,   108739526.563,   130741789.539,,,   115363740.165,   113547178.815,,,   124533303.093,   108950595.026,,,,   111919377.987,   126839926.590,,
  1429365601.400,,,   128571580.619,,,,,,   127604738.193,,,,,   108739546.714,   130742196.518,,,   115363483.731,   113547395.618,,,   124533006.668,   108950711.987,,,,   111919185.469,   126840226.561,,
  1429365601.500,,,   128571414.103,,,,,,   127604778.107,,,,,   108739566.879,   130742603.489,,,   115363227.309,   113547612.414,,,   124532710.257,   108950828.948,,,,   111918992.950,   126840526.527,,
  1429365601.600,,,   128571247.578,,,,,,   127604818.040,,,,,   108739587.057,   130743010.454,,,   115362970.901,   113547829.203,,,   124532413.859,   108950945.909,,,,   111918800.431,   126840826.492,,
  1429365601.700,,,   128571081.047,,,,,,   127604857.992,,,,,   108739607.250,   130743417.412,,,   115362714.502,   113548045.987,,,   124532117.471,   108951062.871,,,,   111918607.911,   126841126.453,,
  1429365601.800,,,   128570914.509,,,,,,   127604897.962,,,,,   108739627.455,   130743824.363,,,   115362458.117,   113548262.764,,,   124531821.096,   108951179.833,,,,   111918415.390,   126841426.411,,
  1429365601.900,,,   128570747.964,,,,,,   127604937.951,,,,,   108739647.675,   130744231.307,,,   115362201.743,   113548479.534,,,   124531524.733,   108951296.796,,,,   111918222.868,   126841726.366,,
  1429365602.000,,,   128570581.413,,,,,,   127604977.960,,,,,   108739667.909,   130744638.244,,,   115361945.382,   113548696.298,,,   124531228.382,   108951413.759,,,,   111918030.345,   126842026.319,,
  1429365602.100,,,   128570414.854,,,,,,   127605017.987,,,,,   108739688.155,   130745045.173,,,   115361689.033,   113548913.055,,,   124530932.043,   108951530.723,,,,   111917837.821,   126842326.270,,
  1429365602.200,,,   128570248.289,,,,,,   127605058.033,,,,,   108739708.416,   130745452.096,,,   115361432.695,   113549129.807,,,   124530635.715,   108951647.687,,,,   111917645.296,   126842626.218,,
  1429365602.300,,,   128570081.718,,,,,,   127605098.098,,,,,   108739728.690,   130745859.010,,,   115361176.371,   113549346.551,,,   124530339.399,   108951764.652,,,,   111917452.769,   126842926.164,,
  1429365602.400,,,   128569915.140,,,,,,   127605138.183,,,,,   108739748.978,   130746265.917,,,   115360920.058,   113549563.290,,,   124530043.094,   108951881.618,,,,   111917260.241,   126843226.109,,
  1429365602.500,,,   128569748.556,,,,,,   127605178.287,,,,,   108739769.278,   130746672.815,,,   115360663.758,   113549780.022,,,   124529746.801,   108951998.585,,,,   111917067.712,   126843526.051,,
