gps_time,x,y,z,vx,vy,vz
1429448310.30721,4181984.00468121,860765.866893619,4723072.14947531,-0.0681060998393835,0.0002052009369142,-0.0093624996211066
1429448310.31523,4181984.01255864,860765.865600413,4723072.14538502,-0.0827976369351434,-0.028548036799802,0.019373936371288
1429448310.39624,4181984.02045177,860765.86328089,4723072.13098835,-0.125529269308392,-0.036382739720744,-0.0114009868425179
1429448310.49402,4181984.03501808,860765.86110771,4723072.11945815,-0.179932710698812,-0.050652377143324,0.0066036371700922
1429448310.59773,4181984.05624801,860765.859617506,4723072.10506035,-0.248679620820101,-0.0573971000527618,0.0297932967046289
1429448310.69585,4181984.07739968,860765.857933744,4723072.08618562,-0.277730269485451,-0.0591351483190901,-0.0042897454721057
1429448310.79298,4181984.1026665,860765.856574714,4723072.06604013,-0.316698245144796,-0.0642509201430776,0.0136219755455297
1429448310.89378,4181984.13757698,860765.856070214,4723072.03944235,-0.431370435265778,-0.0753232572789589,0.0298716010276446
1429448310.99529,4181984.17103304,860765.853323588,4723072.00392953,-0.476971353857384,-0.0943521140854185,-0.0489978818512893
1429448311.11676,4181984.20790713,860765.845229516,4723071.96459366,-0.519402361465546,-0.153619895848116,-0.0622785139036832
1429448311.31512,4181984.25762179,860765.842440777,4723071.92625368,-0.614286685633407,-0.127542994647094,0.0363056175139215
1429448311.32204,4181984.31054131,860765.839985274,4723071.88302783,-0.670786564045854,-0.130740229599515,0.0213741511996647
1429448311.401,4181984.36933626,860765.835292771,4723071.83563907,-0.750781428637162,-0.171306917533715,-0.0282210741099649
1429448311.50038,4181984.42929508,860765.828041084,4723071.7844186,-0.768307119828741,-0.191909300903395,0.0014954067691306
1429448311.59789,4181984.50360225,860765.822071476,4723071.72403226,-0.936037900684485,-0.20827888003641,0.0289168446482919
1429448311.69902,4181984.58201195,860765.816658241,4723071.6610779,-0.983928429164692,-0.211100324730799,0.0374077837797072
1429448311.79458,4181984.65954574,860765.803254276,4723071.58964452,-1.02220890058301,-0.287601547011285,-0.0421757655020591
1429448311.89647,4181984.75138887,860765.799111137,4723071.51281516,-1.17643634570025,-0.225742754266823,0.0237880013200094
1429448311.99512,4181984.85340108,860765.792866939,4723071.42489804,-1.32147503251361,-0.266823611005019,0.0050262380366884
1429448312.11467,4181984.9569115,860765.776811647,4723071.33387024,-1.33845964872679,-0.365941176537479,-0.0215480567222825
1429448312.36987,4181985.0747088,860765.770772099,4723071.23519747,-1.50868183249153,-0.296642885343865,0.0285536986479393
1429448312.3953,4181985.19609418,860765.76446395,4723071.12758817,-1.5941354443568,-0.306507582072376,-0.014820187868813
1429448312.40443,4181985.33237858,860765.763125845,4723071.01480755,-1.6891358130732,-0.347383456578732,0.0190022102978201
1429448312.4983,4181985.45642,860765.74785386,4723070.90020734,-1.64675379506632,-0.39966075187141,-0.0615291473587761
1429448312.6026,4181985.59428471,860765.742556931,4723070.78218879,-1.78529723699036,-0.329826338636854,0.0169324179970889
1429448312.69633,4181985.73172158,860765.729200173,4723070.68847011,-1.60773558549887,-0.407907706443612,0.184080344996602
1429448312.7997,4181985.85705146,860765.71276344,4723070.56870723,-1.68888979241565,-0.413666780807519,-0.093079367752225
1429448312.89648,4181985.99744122,860765.708774771,4723070.45427979,-1.78166866324263,-0.322102935163855,0.0619383212954774
1429448312.99351,4181986.13225164,860765.695400803,4723070.34477306,-1.69405261613769,-0.402781178051613,0.0493980964053298
1429448313.11887,4181986.26332382,860765.687200717,4723070.22166004,-1.765477027496,-0.344567817405708,-0.0693340250477821
1429448313.39363,4181986.39846481,860765.675730645,4723070.10421596,-1.75234907810156,-0.384799479900112,-0.0049323121834911
1429448313.40218,4181986.53690997,860765.665637328,4723069.99090112,-1.75090593289799,-0.377975928456068,0.0492684504755331
1429448313.41712,4181986.65945717,860765.65401559,4723069.87194128,-1.71638225723207,-0.344494937490265,0.007528917462304
1429448313.49621,4181986.7997459,860765.645418606,4723069.75916527,-1.76298610516067,-0.367036504607099,0.0673574417119182
1429448313.59786,4181986.93001042,860765.634096032,4723069.64168371,-1.71728188010263,-0.373523466116689,-0.0369242123449312
1429448313.69657,4181987.0657249,860765.62499652,4723069.52675969,-1.74324741651798,-0.362736645206381,0.0207642608669698
1429448313.79327,4181987.19532987,860765.614537955,4723069.41265772,-1.69119143152635,-0.363731047925321,-0.0149305396056985
1429448313.89832,4181987.32375098,860765.605355912,4723069.29837273,-1.685701339884,-0.348841098564148,-0.022320035825521
1429448313.99277,4181987.45818681,860765.59028581,4723069.19752608,-1.63091820994295,-0.418639184337246,0.109097850441763
1429448314.11684,4181987.5847507,860765.58749399,4723069.08312442,-1.68253153520219,-0.282506266245623,-0.0267344003544489
1429448314.32556,4181987.71333982,860765.580726711,4723068.96689439,-1.70354331027176,-0.325527835080247,-0.0324401534796089
1429448314.33547,4181987.83871622,860765.570908424,4723068.85087502,-1.67414549612542,-0.348934617307001,-0.0560063828642681
1429448314.40186,4181987.98192913,860765.559834915,4723068.75124094,-1.65173392935656,-0.330595728170564,0.0437544506960633
1429448314.49725,4181988.11037985,860765.550335793,4723068.63841324,-1.67570495209825,-0.352006509786798,-0.0117102843300836
1429448314.60075,4181988.24180503,860765.534014366,4723068.5335584,-1.63387983268331,-0.424825904956453,0.0578874416415672
1429448314.69807,4181988.37258459,860765.527990246,4723068.42758711,-1.65208045901118,-0.322664861243197,0.0592257158071718
1429448314.79344,4181988.50076484,860765.524371239,4723068.30731483,-1.73229345679801,-0.29386701957198,-0.0609517555416603
1429448314.89839,4181988.63567992,860765.515060975,4723068.19555512,-1.71596379747905,-0.363189266389118,0.0387933432060895
1429448314.99411,4181988.7678009,860765.504820123,4723068.08524654,-1.68450961159925,-0.366671030004053,0.0300523789279451
1429448315.11778,4181988.89992627,860765.49408601,4723067.96713512,-1.73593450862168,-0.371511272792584,-0.0286406361919677
1429448315.35538,4181989.03072287,860765.47928215,4723067.85057627,-1.70977261081174,-0.408694469807885,-0.0312659490096054
1429448315.36315,4181989.16863827,860765.470761748,4723067.73427053,-1.76938753959801,-0.361501608690682,0.0256665046051811
1429448315.4018,4181989.29481919,860765.469886259,4723067.60553021,-1.8012284432754,-0.328775954024731,-0.0210110212248179
1429448315.49878,4181989.43388883,860765.457258502,4723067.48391258,-1.80712816911032,-0.404059087025217,-0.0118360344775027
1429448315.59862,4181989.57657869,860765.449208968,4723067.36704152,-1.80866629361906,-0.366515223843959,0.053338619810162
1429448315.69599,4181989.7181538,860765.436434077,4723067.24640084,-1.81863965477564,-0.410551428696351,0.0116307578399
1429448315.79405,4181989.86179936,860765.428998706,4723067.12765865,-1.82905404763011,-0.362426395987864,0.0464975669157232
1429448315.8961,4181990.00915213,860765.424382195,4723067.00507195,-1.8859860937756,-0.342290387470756,0.0459494437484423
1429448315.99718,4181990.14785418,860765.419556436,4723066.87804949,-1.85226376207107,-0.326899481705117,-0.0439473178371206
1429448316.11946,4181990.2904455,860765.417050672,4723066.75321196,-1.86949014600955,-0.312016779610906,0.000886168281139
1429448316.33621,4181990.43916114,860765.411865714,4723066.63313829,-1.87827545031828,-0.350605793756133,0.072800661030206
1429448316.35217,4181990.58549772,860765.41336186,4723066.50948005,-1.89490884786193,-0.280369795266467,0.0395601166281556
1429448316.40307,4181990.72313258,860765.40888907,4723066.37847506,-1.84867670995771,-0.312594613292261,-0.126509145542287
1429448316.49678,4181990.87753541,860765.414956183,4723066.25727756,-1.94411011759533,-0.251860459649054,0.116811954655091
1429448316.59967,4181991.01929465,860765.418640154,4723066.12827495,-1.9005390145644,-0.249712409502846,-0.0272121062625198
1429448316.69731,4181991.16541222,860765.428379455,4723065.99920447,-1.94183839865689,-0.199188696333118,0.008960226221842
1429448316.79352,4181991.30650661,860765.433061394,4723065.87548197,-1.86191297609889,-0.238597189818596,0.009068157531926
1429448316.89627,4181991.45020343,860765.448702792,4723065.7416964,-1.96455277240176,-0.136498837621205,-0.0340140641834509
1429448316.9933,4181991.58849305,860765.46171556,4723065.62373727,-1.81546253345898,-0.151344274414636,0.0448175858847446
1429448317.11909,4181991.73689265,860765.483933447,4723065.49485194,-1.97595108264171,-0.0815649487758701,0.0420796875205652
1429448317.30314,4181991.87273539,860765.502892344,4723065.36711992,-1.87184488684975,-0.0881704545650646,-0.035901133801262
1429448317.31345,4181992.02069667,860765.533259815,4723065.25296054,-1.87021139221195,0.0225714201645541,0.0896093703336092
1429448317.39378,4181992.1578565,860765.564227655,4723065.11603129,-1.96090664957556,0.0267986640452858,-0.0795387068794964
1429448317.49594,4181992.29560656,860765.595273557,4723064.9925087,-1.87575181206464,0.0263798599931134,0.0241860346622542
1429448317.60025,4181992.43151822,860765.634910177,4723064.86714152,-1.88756453921754,0.114230009863788,0.0100018879140447
1429448317.69719,4181992.56705153,860765.683363177,4723064.73691345,-1.93050877440685,0.201346992600157,-0.0167663646485756
1429448317.79297,4181992.69319267,860765.730062192,4723064.60636947,-1.86154016196175,0.203101954413924,-0.0829421560007951
1429448317.89668,4181992.83288069,860765.782828571,4723064.49188843,-1.862047624752,0.235219476832495,0.13339805344078
1429448317.99609,4181992.95947467,860765.83650886,4723064.36255075,-1.86725287582508,0.270568844547033,-0.0615999188905972
1429448318.11755,4181993.08379976,860765.892126534,4723064.24427991,-1.77968327525071,0.294119163906819,0.0085049880514793
1429448318.26239,4181993.22033377,860765.964349029,4723064.1175327,-1.95019996898615,0.432145774218563,0.0476976186619691
1429448318.30636,4181993.34945713,860766.032614191,4723063.98572126,-1.89246222406452,0.417209380576622,-0.0905194567231731
1429448318.39802,4181993.47333027,860766.103548954,4723063.86934287,-1.78672160435681,0.445057332296484,0.0402593388515788
1429448318.49648,4181993.59189065,860766.179676206,4723063.74393655,-1.81611003985327,0.506627096054495,-0.0546860831213785
1429448318.59936,4181993.7206789,860766.257289983,4723063.62196555,-1.86992637257868,0.500567617037874,0.0398083127786942
1429448318.69606,4181993.83663392,860766.343685634,4723063.49696874,-1.80978962481228,0.612455926521168,-0.0548578699462844
1429448318.79623,4181993.95342808,860766.426228087,4723063.38249006,-1.73985070024134,0.573023112748921,0.0237038867551252
1429448318.89707,4181994.07053292,860766.517438373,4723063.25989068,-1.80937343403273,0.657295983611058,-0.0230101425663105
1429448318.9942,4181994.183428,860766.609698205,4723063.13757379,-1.77838038684468,0.676063022477358,-0.0470434930973896
1429448319.11662,4181994.30078749,860766.703673383,4723063.01552803,-1.81167784186258,0.683864040918179,-0.013500414586964
1429448319.3113,4181994.40953408,860766.800586302,4723062.89897439,-1.71662105830427,0.730002246549389,-0.0250423072595114
1429448319.31943,4181994.51756851,860766.895263205,4723062.78818851,-1.71758384041367,0.733595137561553,0.0267035906145578
1429448319.39728,4181994.62347995,860766.998669085,4723062.66786723,-1.73087118115873,0.799314916586847,-0.0628833430429889
1429448319.49399,4181994.72821329,860767.104509427,4723062.55893935,-1.64981486178142,0.825534900119653,0.0174591679259716
1429448319.5983,4181994.8305819,860767.214298823,4723062.44006727,-1.70494483151615,0.868982232589539,-0.066686703055815
1429448319.69673,4181994.9333881,860767.325997675,4723062.33161384,-1.64138822572754,0.886802685463598,0.0162690531314964
1429448319.7939,4181995.0344589,860767.437969897,4723062.21884791,-1.65796402496722,0.892978895175824,-0.0268066291306733
1429448319.8957,4181995.13429483,860767.557990978,4723062.11561674,-1.59733382934285,0.974304932870396,0.0468973569373405
1429448319.99345,4181995.22786208,860767.677421194,4723062.01976582,-1.50145312785583,0.981155367293549,0.0599918924210904
1429448320.13146,4181995.32287994,860767.798396841,4723061.92179417,-1.52851225758448,0.993368020063472,0.0557868954621512
1429448320.39507,4181995.4172441,860767.925442678,4723061.82353725,-1.53475963852395,1.05414185118292,0.0575628559598832
1429448320.40321,4181995.50266095,860768.054742238,4723061.72776054,-1.45636307241113,1.09425448387133,0.0205008372216976
1429448320.40825,4181995.5901699,860768.188119763,4723061.63826913,-1.43573316382844,1.12997939776924,0.0864503955410647
1429448320.49835,4181995.66435832,860768.318839801,4723061.52758266,-1.47807990289218,1.13467438221211,-0.100392940661674
1429448320.59872,4181995.74730898,860768.454544508,4723061.43876023,-1.40153447306175,1.16196316689623,0.0647328628902509
1429448320.69508,4181995.82411596,860768.594838739,4723061.34079735,-1.42471467165469,1.21930218752636,-0.0372995015446141
1429448320.79341,4181995.90035754,860768.733907154,4723061.24547392,-1.40112060746862,1.20843546285959,-0.023011722209087
1429448320.89483,4181995.98185534,860768.872869709,4723061.15644935,-1.39718374093872,1.1968019680783,0.058109315835997
1429448320.99318,4181996.0602743,860769.012327971,4723061.07992172,-1.29199398046641,1.20786427664965,0.131612774012252
1429448321.12343,4181996.13099369,860769.161397548,4723060.98209995,-1.39257001875383,1.31752717885927,-0.0642671275509181
1429448321.30808,4181996.20001214,860769.306695364,4723060.90444795,-1.23975658374377,1.2840128670193,0.0695950978511743
1429448321.31912,4181996.26627081,860769.457206396,4723060.81352706,-1.31611674363382,1.34063877835745,-0.0401705666600193
1429448321.39529,4181996.325024,860769.608979266,4723060.72823129,-1.24759099540064,1.35915611419716,-0.0107690046980311
1429448321.49642,4181996.38608825,860769.761574911,4723060.65191811,-1.18378976938711,1.37152910632797,0.0373153420588392
1429448321.59749,4181996.44820056,860769.918316879,4723060.58024635,-1.16663692394647,1.41002836191309,0.0843120597598995
1429448321.69541,4181996.50617248,860770.07546643,4723060.49807799,-1.20720460421294,1.42236764733031,-0.0203162860530699
1429448321.79429,4181996.55629527,860770.238694857,4723060.42372383,-1.10691138084215,1.49773272028206,-0.0053869480570948
1429448321.89698,4181996.60866567,860770.402184754,4723060.34586914,-1.14707165864799,1.49576252769591,-0.0163555210939794
1429448321.99387,4181996.65631483,860770.568895964,4723060.2681757,-1.11641890945245,1.53683257754206,-0.0417116121552867
1429448322.11789,4181996.70677742,860770.731999722,4723060.20466375,-1.03676104525774,1.49582657581518,0.0773588531043906
1429448322.33322,4181996.75795243,860770.901703652,4723060.13958757,-1.06230459069355,1.55903732392137,0.0792707340709156
1429448322.342,4181996.79151848,860771.072227421,4723060.07941885,-0.902415566689644,1.60256748666781,0.0016582080252901
1429448322.39475,4181996.83117275,860771.248202479,4723060.02015963,-0.940786663226849,1.62102369026604,0.112129838837975
1429448322.49608,4181996.85623251,860771.421795538,4723059.93978364,-0.980037669807459,1.64977924535141,-0.200228627715776
1429448322.5982,4181996.89573711,860771.597629973,4723059.88601441,-0.910904051288654,1.64261188259684,0.0952875175522138
1429448322.69615,4181996.93177492,860771.769993744,4723059.83293162,-0.875846496467407,1.61560669868452,0.0730329589239131
1429448322.7969,4181996.95985811,860771.946265622,4723059.77235567,-0.873800659944686,1.66992232224419,-0.0295118858769119
1429448322.89319,4181996.99337431,860772.118550787,4723059.71281341,-0.900508921807743,1.61992040373288,0.0083627882241249
1429448322.99298,4181997.01977002,860772.293530597,4723059.65785588,-0.822026488670724,1.66066882509559,-0.0004901150521353
1429448323.12793,4181997.04023288,860772.472180277,4723059.61745818,-0.687015753176669,1.70857503169511,0.0739618794189632
1429448323.31524,4181997.05494162,860772.657480409,4723059.57786997,-0.64964839887085,1.78531494739687,0.0512859674098602
1429448323.32213,4181997.07126007,860772.835210505,4723059.5357951,-0.666638422205365,1.7079231539079,0.0331205718058543
1429448323.39607,4181997.07560825,860773.009375171,4723059.48752364,-0.605746362687384,1.72332452704167,-0.0538529776570658
1429448323.49591,4181997.09150682,860773.18852399,4723059.44734598,-0.653030751434812,1.72266566783807,0.0463998780220635
1429448323.59758,4181997.10707635,860773.36757458,4723059.41560855,-0.594093979275961,1.72236690731994,0.106915374996284
1429448323.69654,4181997.10566429,860773.544373558,4723059.37606356,-0.51912246080985,1.73454814122626,-0.065337521915917
1429448323.79286,4181997.1060247,860773.727804799,4723059.34817697,-0.464095644400752,1.79593616333184,0.0419389837599756
1429448323.89527,4181997.09956809,860773.913382365,4723059.31993448,-0.420011856907548,1.83070211872487,-0.0024290358121001
1429448323.99506,4181997.08881489,860774.093448691,4723059.29880958,-0.33287768676145,1.78538291973459,0.0149898963604429
1429448324.11671,4181997.07814898,860774.276678547,4723059.26430823,-0.427630829219317,1.81619294742206,-0.0797084782530131
1429448324.35999,4181997.06593218,860774.457082183,4723059.24314238,-0.322990862797686,1.79163743043867,0.0055619524116861
1429448324.37139,4181997.05313299,860774.63592252,4723059.23210505,-0.248730116753114,1.77749944465082,0.0750059944646191
1429448324.39606,4181997.02364586,860774.82198338,4723059.22838735,-0.158474806280154,1.83494993044051,0.0030706149341859
1429448324.49635,4181996.99457954,860775.000245876,4723059.21123622,-0.17015969244082,1.80463450443411,-0.0777172439084032
1429448324.59712,4181996.96324907,860775.175217882,4723059.20909803,-0.0484177723805581,1.77696955103554,0.0147412375609825
1429448324.69507,4181996.941994,860775.35928756,4723059.20668785,-0.137309264533893,1.84576673411313,0.090901985197823
1429448324.79428,4181996.90217688,860775.542223128,4723059.20141697,-0.019444603599464,1.87207991043394,-0.0533782786086549
1429448324.89698,4181996.85680436,860775.71925893,4723059.19702388,0.0357565501491175,1.8254929597325,-0.0911493024572153
1429448324.99261,4181996.82639825,860775.899101994,4723059.20722099,0.0199544040367927,1.82281681365904,0.119130180856485
1429448325.1207,4181996.77493348,860776.074109255,4723059.22345172,0.220991717963722,1.81790600924761,0.0197046877757884
1429448325.3141,4181996.72505854,860776.252175809,4723059.23344951,0.163172483028545,1.84466590242644,-0.0121510728943874
1429448325.32224,4181996.66934178,860776.420633582,4723059.25776315,0.315807792349972,1.76232753802339,0.0431979684747288
1429448325.39405,4181996.59726327,860776.589656413,4723059.25759613,0.270498631781158,1.8017619050521,-0.175994608548126
1429448325.49982,4181996.54586276,860776.766213355,4723059.29242046,0.342427712362131,1.83295522465756,0.160556512193477
1429448325.59936,4181996.4888632,860776.936472805,4723059.32322274,0.365806310444954,1.78256064989654,0.0855069512374203
1429448325.69664,4181996.4212737,860777.098783711,4723059.34707918,0.408499831003233,1.72605622007537,-0.0461805957079686
1429448325.79396,4181996.35446991,860777.266250502,4723059.38408633,0.482903150828529,1.77497279769034,0.0637544073478251
1429448325.89652,4181996.2669674,860777.42807971,4723059.42182307,0.647082326653926,1.7614831297285,-0.0738623333278408
1429448325.99257,4181996.17597641,860777.588286487,4723059.46107285,0.685048466847486,1.75262467500284,-0.087620545218187
1429448326.1196,4181996.09225691,860777.75028814,4723059.50300839,0.647307210742201,1.75554556566175,-0.017635760347008
1429448326.3462,4181995.99723663,860777.900768166,4723059.55015561,0.781768368637628,1.66547674565724,-0.0683271445341893
1429448326.35837,4181995.92677496,860778.053531861,4723059.60269319,0.635379018981155,1.63833405308463,0.135563989742697
1429448326.3945,4181995.84145619,860778.203410185,4723059.65142276,0.777919439350013,1.64386428557089,0.0322997994093636
1429448326.49592,4181995.76404168,860778.357833359,4723059.71193244,0.736824287412897,1.66860526824047,0.151618702514238
1429448326.59962,4181995.65977076,860778.498366299,4723059.7561384,0.844454755195238,1.58669703496187,-0.164146767137636
1429448326.6998,4181995.55609789,860778.647961791,4723059.81966851,0.95561195405416,1.67425674268509,-0.004244522361509
1429448326.79632,4181995.4648327,860778.779910988,4723059.88484878,0.902682327010641,1.47640160832285,0.0654587807447544
1429448326.89578,4181995.36347338,860778.915914186,4723059.94902041,0.963426189844029,1.53645947877084,-0.0026400637092639
1429448326.99393,4181995.26086164,860779.042370006,4723060.02075011,1.03737242863204,1.44547026013162,0.0325404554686805
1429448327.11766,4181995.15267845,860779.169273227,4723060.10102256,1.13438125838309,1.46108455839181,0.060246235243272
1429448327.34766,4181995.046463,860779.294433705,4723060.17166495,1.05831386815444,1.44004784249677,-0.0008795886812329
1429448327.35233,4181994.92390669,860779.410668554,4723060.24461846,1.20623285108168,1.38556707198098,-0.102656318172599
1429448327.40389,4181994.79745957,860779.530146119,4723060.31205328,1.18184442788706,1.36262248077768,0.0046405470147606
1429448327.4986,4181994.69433346,860779.647879045,4723060.4040888,1.18987410801726,1.36106866136356,0.168509939336612
1429448327.59984,4181994.57857761,860779.754242316,4723060.48232252,1.20675850049185,1.27516759610836,-0.0321648409665484
1429448327.70123,4181994.45655803,860779.859803473,4723060.56996476,1.31647124702602,1.27993887230126,-0.0042125352598693
1429448327.79558,4181994.33391542,860779.959132356,4723060.66532247,1.38190944022603,1.22015137113584,0.0407230544446472
1429448327.89504,4181994.20632239,860780.055495646,4723060.74806919,1.33817822699502,1.20108428368344,-0.0894995166749073
1429448327.99275,4181994.08117451,860780.1450261,4723060.84755462,1.44244360527189,1.12922890281354,0.0418428195511926
1429448328.11536,4181993.93993292,860780.232234994,4723060.93584671,1.4884281130485,1.1389350684524,-0.149886216221694
1429448328.34845,4181993.81936281,860780.313090295,4723061.04694011,1.49965063628477,1.03502909936557,0.146484436574172
1429448328.36597,4181993.69334177,860780.386795457,4723061.14796616,1.48283864728193,0.975984461817898,0.0262762778919139
1429448328.39656,4181993.56480717,860780.460183401,4723061.24738759,1.53993840843526,1.0156286432562,-0.0356419422894303
1429448328.49466,4181993.42711045,860780.539952176,4723061.34482592,1.53486269643,1.05891446163008,-0.0686570773628321
1429448328.59747,4181993.29340766,860780.608475648,4723061.4483843,1.56351348317509,0.940717663832928,-0.0121309303030241
1429448328.69573,4181993.15618125,860780.665895678,4723061.55923385,1.65456271207608,0.839065976318126,0.0041047731198528
1429448328.7931,4181993.0167988,860780.729725823,4723061.66623786,1.63496706485031,0.906198035601569,-0.0299831487667648
1429448328.8954,4181992.8928503,860780.77629693,4723061.79162673,1.67121059547521,0.706034974489721,0.184563122105938
1429448328.99266,4181992.74319698,860780.832664056,4723061.89842508,1.71963973377697,0.85380593633512,-0.108778600921543
1429448329.12206,4181992.60860362,860780.877012393,4723062.01943216,1.72284649917213,0.705723744135338,0.079306141582388
1429448329.32907,4181992.47648278,860780.925614239,4723062.13098117,1.63525503004026,0.742401142302195,0.0308426297983641
1429448329.33599,4181992.31438455,860780.973080008,4723062.23961357,1.83594184310522,0.791708584827278,-0.18856183809302
1429448329.39362,4181992.17529256,860781.00413572,4723062.36269718,1.78898404369182,0.639847729842389,-0.0444220870894604
1429448329.49875,4181992.04862108,860781.035670308,4723062.49851449,1.78328544918476,0.564245641805823,0.224083695191052
1429448329.59919,4181991.9034118,860781.071070057,4723062.61440738,1.7794670083894,0.639476474922727,-0.0402703084853923
1429448329.6962,4181991.74578994,860781.101776726,4723062.7339091,1.90107885402931,0.618532990223389,-0.10096841615262
1429448329.79562,4181991.60916804,860781.131631463,4723062.86151793,1.80347892627958,0.567852169773399,0.0956297657898422
1429448329.89694,4181991.45681478,860781.152592728,4723062.98626674,1.91235781454268,0.512457585614704,-0.0405758130912907
1429448329.99385,4181991.31403178,860781.171271236,4723063.11436245,1.86839736648796,0.470804713888203,0.0438803216835226
1429448330.12755,4181991.15211634,860781.202916684,4723063.23377955,1.93039599289574,0.636384032423999,-0.128430909258616
1429448330.32776,4181991.01737471,860781.227952916,4723063.36819905,1.84250754945957,0.516865446487622,0.152119065237637
1429448330.34403,4181990.86269975,860781.248493309,4723063.50638684,2.0196986984053,0.513015867589116,0.0436569267120296
1429448330.39595,4181990.77609574,860781.239072066,4723063.67512884,1.94335497380205,0.538105811247324,-0.0421486226857939
1429448330.49613,4181990.62602786,860781.250168713,4723063.79990508,1.91068280930496,0.411228783831524,-0.0387031940463382
1429448330.59825,4181990.47182054,860781.271343637,4723063.92752595,1.94473829942182,0.518288142185614,-0.0310514685646321
1429448330.69951,4181990.31808981,860781.293398691,4723064.06422342,2.00058806019211,0.525948010530318,0.0407873955058119
1429448330.79577,4181990.15997804,860781.307495345,4723064.19519077,2.00616942123952,0.456829717928089,-0.0412367035698162
1429448330.89621,4181990.00788965,860781.325717526,4723064.31526995,1.88333719563046,0.485094970606242,-0.0772763221935179
1429448330.9965,4181989.85722343,860781.345182862,4723064.46746414,2.08567676174941,0.494404234174295,0.17265724426409
1429448331.1196,4181989.69886908,860781.35500459,4723064.59596556,1.99787431188795,0.415446956983095,-0.0669301595236642
1429448331.32091,4181989.5456991,860781.369895217,4723064.72848333,1.97932255167451,0.454643756717575,0.0037079118080047
1429448331.32559,4181989.39600453,860781.375239134,4723064.87483746,2.06075901093491,0.354129631163676,0.116541922640909
