gps_time,ax,ay,az,roll_rate,pitch_rate,yaw_rate,roll,pitch,yaw
1429448303.89643,-0.127807747873431,0.211249754596688,-9.80729998834133,9.53107373788953e-05,0.00194523064419627,0.00188992673065513,-1.97907929954002,0.0180412991229058,-3.11729725504585
1429448303.91143,-0.103048085612897,0.215479482854623,-9.82452467938661,0.00150113960262388,0.000228127813898027,0.000615614932030439,-1.97907864021821,0.0180241540170201,-3.11732987049344
1429448303.91643,-0.175372568192705,0.220205561528448,-9.75377999507785,-0.000165504970937036,-0.00073470629286021,0.00148994894698262,-1.97908681009672,0.0180295666717067,-3.1173226026134
1429448303.92643,-0.174391667396575,0.215757112485915,-9.93843747429252,-0.00130137463565916,-0.00333416159264743,0.00121599750127643,-1.97910903668445,0.0180717920774437,-3.11732852101417
1429448303.94143,-0.159595482139848,0.22905624585161,-9.68234791302681,-0.00258389371447265,-0.000622789666522294,0.00140245910733938,-1.97910963735368,0.0180684265611798,-3.11730603518767
1429448303.94643,-0.189887306159548,0.189308866950776,-9.96790556083918,-0.000954901042860001,-0.000407466461183503,0.00189205794595182,-1.97913691925497,0.0180788690116052,-3.11732404248272
1429448303.95643,-0.122124231477454,0.20716160850022,-9.68245838766396,-0.00144133542198688,-0.000467234756797552,0.000835488841403276,-1.9791280331119,0.0180595337475393,-3.117313650352
1429448303.97143,-0.166503781957272,0.185270880138967,-9.87551836904287,-0.00224378565326333,-0.0010857000015676,0.00227611628361046,-1.97912845137822,0.0180661587179874,-3.11729921063912
1429448303.97643,-0.0906215155643411,0.222607416772097,-9.73743384043276,-0.00205152365379035,-0.00196940382011235,0.00132230063900352,-1.97909545587901,0.0180597897615613,-3.11728379894401
1429448303.98643,-0.146478582606418,0.207345038775727,-9.78316624855995,-0.00199910998344421,-0.00191444670781493,0.00163325038738549,-1.97908181679727,0.018061706496013,-3.11726615213701
1429448304.00143,-0.126349539288599,0.207722712981701,-9.83672365122437,-0.00174543145112693,-0.00185327022336423,0.00271063996478915,-1.97907355234902,0.0180644138156075,-3.11725903668632
1429448304.00643,-0.180849008576106,0.219980356204137,-9.74668389933705,-0.000470147613668814,-0.00210058060474694,0.000947322230786085,-1.9790897199834,0.018092854572145,-3.11726405360162
