gps_time,id,sv_id,pseudorange,carrier_phase,doppler_shift
1429448379.40211,CC42,42,24991581.6607833,46012.2640013695,657.755881547928
1429448379.50211,CC42,42,24991594.164177,46077.9931999445,656.852498650551
1429448379.60211,CC42,42,24991606.6242292,46143.7226057053,656.452029943466
1429448379.70211,CC42,42,24991619.2216388,46209.4365077019,657.569617033005
1429448379.80211,CC42,42,24991631.7497937,46275.1813852787,657.159835100174
1429448379.90211,CC42,42,24991644.125222,46340.9136862755,657.420605421066
1429448380.00211,CC42,42,24991656.6260499,46406.642344594,657.318159937859
1429448380.10211,CC42,42,24991669.1457586,46472.4061565399,657.923519611359
1429448380.20211,CC42,42,24991681.6901762,46538.1609811783,656.861811876297
1429448380.30211,CC42,42,24991694.1927822,46603.9375997782,657.355412840843
1429448380.40211,CC42,42,24991706.7497493,46669.7136745453,657.392665743828
1429448380.50211,CC42,42,24991719.4116732,46735.4724730253,657.392665743828
1429448380.60211,CC42,42,24991731.9405657,46801.2655090094,657.420605421066
1429448380.70211,CC42,42,24991744.4028815,46867.0380550623,659.22737121582
1429448380.80211,CC42,42,24991756.915067,46932.8436721563,658.13772380352
1429448380.90211,CC42,42,24991769.4611958,46998.6229485273,657.923519611359
1429448381.00211,CC42,42,24991782.0255628,47064.431545496,658.463686704636
1429448381.10211,CC42,42,24991794.5333112,47130.2357171774,657.634809613228
1429448381.20211,CC42,42,24991807.0037145,47196.0564528704,658.668577671051
1429448381.30211,CC42,42,24991819.505417,47261.8919273615,658.128410577774
1429448381.40211,CC42,42,24991832.0976111,47327.7266290188,658.053904771805
1429448381.50211,CC42,42,24991844.6378862,47393.54677701,658.147037029266
1429448381.60211,CC42,42,24991857.0918006,47459.3896524906,657.867640256882
1429448381.70211,CC42,42,24991869.6295068,47525.2129254341,658.808276057243
1429448381.80211,CC42,42,24991882.173642,47591.0476666689,658.25879573822
1429448381.90211,CC42,42,24991894.7464924,47656.8886529207,658.370554447174
1429448382.00211,CC42,42,24991907.2243679,47722.7350910902,658.147037029266
1429448382.10211,CC42,42,24991919.7977971,47788.5907329321,658.603385090828
1429448382.20211,CC42,42,24991932.3653352,47854.4526273012,658.901408314705
1429448382.30211,CC42,42,24991944.8862396,47920.3369702101,658.528879284859
1429448382.40211,CC42,42,24991957.4448649,47986.2083371878,659.069046378136
1429448382.50211,CC42,42,24991969.9617338,48052.0913258791,659.255310893059
1429448382.60211,CC42,42,24991982.5875295,48117.9863005877,658.50093960762
1429448382.70211,CC42,42,24991995.0678323,48183.8665413857,660.130754113197
1429448382.80211,CC42,42,24992007.6004681,48249.7686674595,659.096986055374
1429448382.90211,CC42,42,24992020.1866136,48315.6452298164,659.134238958359
1429448383.00211,CC42,42,24992032.7010338,48381.5820758343,658.929347991943
1429448383.10211,CC42,42,24992045.2226922,48447.487285614,659.292563796043
1429448383.20211,CC42,42,24992057.8006075,48513.4128360748,659.478828310966
1429448383.30211,CC42,42,24992070.4760482,48579.355083704,659.199431538582
1429448383.40211,CC42,42,24992083.0440516,48645.2821964025,659.031793475151
1429448383.50211,CC42,42,24992095.6493217,48711.2105563879,658.761709928513
1429448383.60211,CC42,42,24992108.152756,48777.1707710028,659.30187702179
1429448383.70211,CC42,42,24992120.6766952,48843.1045721769,659.66509282589
1429448383.80211,CC42,42,24992133.2466203,48909.057921052,659.963116049766
1429448383.90211,CC42,42,24992145.758479,48975.0476908684,659.66509282589
1429448384.0021,CC42,42,24992158.3376159,49040.9982635975,659.357756376267
1429448384.1021,CC42,42,24992170.8702368,49106.9853434563,659.124925732613
1429448384.20211,CC42,42,24992183.4880706,49172.9423261881,659.273937344551
1429448384.3021,CC42,42,24992196.0172877,49238.9201301336,659.972429275513
1429448384.4021,CC42,42,24992208.5252795,49304.9285544157,660.31701862812
1429448384.5021,CC42,42,24992221.0931669,49370.9322209358,660.372897982597
1429448384.6021,CC42,42,24992233.5549103,49436.9323885441,659.804791212082
1429448384.7021,CC42,42,24992246.1087305,49502.9315184355,660.503283143044
1429448384.8021,CC42,42,24992258.7059292,49568.9499905109,660.63366830349
1429448384.9021,CC42,42,24992271.3360055,49634.9973677397,660.885125398636
1429448385.0021,CC42,42,24992283.8166595,49701.0107716322,660.382211208344
1429448385.1021,CC42,42,24992296.3843555,49767.0336923599,660.531222820282
1429448385.2021,CC42,42,24992308.9984409,49833.0610288382,661.388039588928
1429448385.3021,CC42,42,24992321.6852436,49899.1001369953,660.885125398636
1429448385.4021,CC42,42,24992334.3140684,49965.1638845205,661.006197333336
1429448385.5021,CC42,42,24992346.7778005,50031.2349516153,661.229714751244
1429448385.6021,CC42,42,24992359.2932704,50097.2799549103,660.261139273643
1429448385.7021,CC42,42,24992371.8674865,50163.352720499,660.764053463936
1429448385.8021,CC42,42,24992384.446021,50229.4380320311,660.400837659836
1429448385.9021,CC42,42,24992397.0529021,50295.5268474817,661.248341202736
1429448386.0021,CC42,42,24992409.6579821,50361.608312726,660.31701862812
1429448386.1021,CC42,42,24992422.2361337,50427.7000119686,660.503283143044
1429448386.2021,CC42,42,24992434.8235209,50493.7690944672,660.233199596405
1429448386.3021,CC42,42,24992447.4018204,50559.8660275936,660.698860883713
1429448386.4021,CC42,42,24992460.0435793,50625.9755101204,661.108642816544
1429448386.5021,CC42,42,24992472.5920493,50692.0978572369,660.475343465805
1429448386.6021,CC42,42,24992485.1473638,50758.1980903149,660.466030240059
1429448386.7021,CC42,42,24992497.6569562,50824.3174148798,661.490485072136
1429448386.8021,CC42,42,24992510.1590349,50890.4488185644,661.872327327728
1429448386.9021,CC42,42,24992522.6213506,50956.5936204195,661.453232169151
1429448387.0021,CC42,42,24992535.1318198,51022.743563056,661.388039588928
1429448387.1021,CC42,42,24992547.5487442,51088.8582439423,661.369413137436
1429448387.2021,CC42,42,24992560.0491199,51155.0082454681,661.183148622513
1429448387.3021,CC42,42,24992572.6052246,51221.1575871706,661.741942167282
1429448387.4021,CC42,42,24992585.2018574,51287.3439596891,661.443918943405
1429448387.5021,CC42,42,24992597.7092524,51353.5151617527,661.211088299751
1429448387.6021,CC42,42,24992610.2921388,51419.6693117619,661.72331571579
1429448387.7021,CC42,42,24992622.9148897,51485.834313035,662.049278616905
1429448387.8021,CC42,42,24992635.5416734,51552.0160728693,661.937519907951
1429448387.9021,CC42,42,24992648.1067543,51618.2176402807,661.406666040421
1429448388.0021,CC42,42,24992660.6521569,51684.3977661133,662.514939904213
1429448388.1021,CC42,42,24992673.194555,51750.5927737951,661.499798297882
1429448388.2021,CC42,42,24992685.8413195,51816.8091784716,662.347301840782
1429448388.3021,CC42,42,24992698.4638183,51883.0151553154,662.08653151989
1429448388.4021,CC42,42,24992711.0734897,51949.2201044559,661.974772810936
1429448388.5021,CC42,42,24992723.7634203,52015.4615484476,661.946833133698
1429448388.6021,CC42,42,24992736.3020463,52081.6818678379,662.496313452721
1429448388.7021,CC42,42,24992748.9419437,52147.9218603373,663.101673126221
1429448388.8021,CC42,42,24992761.5840202,52214.1743713617,662.57081925869
1429448388.9021,CC42,42,24992774.3168535,52280.4138787985,662.08653151989
1429448389.0021,CC42,42,24992787.0091271,52346.6722562313,662.440434098244
1429448389.1021,CC42,42,24992799.5776887,52412.9058592319,662.943348288536
1429448389.2021,CC42,42,24992812.3277529,52479.1886723042,662.533566355705
1429448389.3021,CC42,42,24992824.9956313,52545.4417697191,662.57081925869
1429448389.4021,CC42,42,24992837.5985255,52611.7194517851,662.757083773613
1429448389.5021,CC42,42,24992850.2560602,52677.9774338007,663.129612803459
1429448389.6021,CC42,42,24992862.8545721,52744.2729433775,662.915408611298
1429448389.7021,CC42,42,24992875.5304165,52810.563790679,662.337988615036
1429448389.8021,CC42,42,24992888.0816778,52876.8590532541,663.278624415398
1429448389.9021,CC42,42,24992900.6994846,52943.1300147772,662.887468934059
1429448390.0021,CC42,42,24992913.3419745,53009.4303609133,663.194805383682
1429448390.1021,CC42,42,24992925.9055684,53075.7454227209,662.617385387421
1429448390.2021,CC42,42,24992938.5074155,53142.0449831486,663.250684738159
1429448390.3021,CC42,42,24992951.1563967,53208.3810225725,662.803649902344
1429448390.4021,CC42,42,24992963.7521918,53274.6935850382,663.613900542259
1429448390.5021,CC42,42,24992976.3582155,53341.0380274057,664.032995700836
1429448390.6021,CC42,42,24992988.9922345,53407.3848496675,663.306564092636
1429448390.7021,CC42,42,24993001.615072,53473.7055780888,662.887468934059
1429448390.8021,CC42,42,24993014.2962292,53540.0526571274,663.651153445244
1429448390.9021,CC42,42,24993026.887808,53606.4045519829,663.846731185913
1429448391.0021,CC42,42,24993039.5213869,53672.7429676056,664.02368247509
1429448391.1021,CC42,42,24993052.1307295,53739.0989202261,663.222745060921
1429448391.2021,CC42,42,24993064.803629,53805.4742057323,663.334503769875
1429448391.3021,CC42,42,24993077.4113777,53871.820047617,663.604587316513
1429448391.4021,CC42,42,24993090.0520795,53938.1782077551,663.707032799721
1429448391.5021,CC42,42,24993102.6462147,54004.5756344795,663.837417960167
1429448391.6021,CC42,42,24993115.1331404,54070.9439191818,664.843246340752
1429448391.7021,CC42,42,24993127.7453345,54137.3436627388,664.321705698967
1429448391.8021,CC42,42,24993140.3166038,54203.7419588566,663.986429572106
1429448391.9021,CC42,42,24993152.9752504,54270.1634261608,664.107501506805
1429448392.0021,CC42,42,24993165.5635168,54336.5759277344,664.321705698967
1429448392.1021,CC42,42,24993178.1526331,54402.998360157,663.828104734421
1429448392.2021,CC42,42,24993190.7792772,54469.408703208,663.613900542259
1429448392.3021,CC42,42,24993203.5604762,54535.833065033,664.02368247509
1429448392.4021,CC42,42,24993216.2303271,54602.2587095499,664.228573441505
1429448392.5021,CC42,42,24993228.9090573,54668.6939234734,664.452090859413
1429448392.6021,CC42,42,24993241.5894391,54735.1413515806,664.591789245605
1429448392.7021,CC42,42,24993254.2149145,54801.5866571665,664.275139570236
1429448392.8021,CC42,42,24993266.9292883,54868.0425226688,663.856044411659
1429448392.9021,CC42,42,24993279.5386797,54934.5171710253,664.489343762398
1429448393.0021,CC42,42,24993292.1309101,55000.9870063066,664.731487631798
1429448393.1021,CC42,42,24993304.7575112,55067.4611386061,664.815306663513
1429448393.2021,CC42,42,24993317.3824589,55133.9594948292,665.11332988739
1429448393.3021,CC42,42,24993330.170554,55200.4589642286,664.237886667252
1429448393.4021,CC42,42,24993342.9047987,55266.9477126598,665.42997956276
1429448393.5021,CC42,42,24993355.656198,55333.4348027706,665.578991174698
1429448393.6021,CC42,42,24993368.3684387,55399.9378753901,665.094703435898
1429448393.7021,CC42,42,24993381.096804,55466.4311457872,665.290281176567
1429448393.8021,CC42,42,24993393.8260245,55532.9666628838,665.439292788506
1429448393.9021,CC42,42,24993406.621143,55599.4769499302,665.215775370598
1429448394.0021,CC42,42,24993419.3967082,55666.0057768822,665.867701172829
1429448394.1021,CC42,42,24993432.1329155,55732.5313519239,665.411353111267
1429448394.2021,CC42,42,24993444.8584867,55799.0790079832,665.094703435898
1429448394.3021,CC42,42,24993457.6796728,55865.6183971167,665.569677948952
1429448394.4021,CC42,42,24993470.3625045,55932.1487100124,664.610415697098
1429448394.5021,CC42,42,24993483.0496027,55998.6667413712,665.47654569149
1429448394.6021,CC42,42,24993495.7029601,56065.2030950785,665.187835693359
1429448394.7021,CC42,42,24993508.5033832,56131.7656797171,665.364786982536
1429448394.8021,CC42,42,24993521.1600606,56198.3151140213,665.849074721336
1429448394.9021,CC42,42,24993533.863237,56264.8844487667,665.47654569149
1429448395.0021,CC42,42,24993546.4492509,56331.4566477537,665.709376335144
1429448395.1021,CC42,42,24993559.1106458,56398.0494991541,665.96083343029
1429448395.2021,CC42,42,24993571.7885966,56464.6235535145,665.904954075813
1429448395.3021,CC42,42,24993584.4454463,56531.2457582951,665.849074721336
1429448395.4021,CC42,42,24993597.2002452,56597.845158577,665.709376335144
1429448395.5021,CC42,42,24993609.8928231,56664.452305913,666.584819555283
1429448395.6021,CC42,42,24993622.5923181,56731.0686877966,666.64069890976
1429448395.7021,CC42,42,24993635.2414796,56797.6930907965,666.100531816483
1429448395.8021,CC42,42,24993647.9293875,56864.32672894,666.063278913498
1429448395.9021,CC42,42,24993660.7035041,56930.9632153511,666.715204715729
1429448396.0021,CC42,42,24993673.2746298,56997.6009401083,666.538253426552
1429448396.1021,CC42,42,24993685.985147,57064.2451907396,666.575506329537
1429448396.2021,CC42,42,24993698.6772728,57130.8862885237,666.603446006775
1429448396.3021,CC42,42,24993711.324168,57197.5530785322,666.64069890976
1429448396.4021,CC42,42,24993724.0487312,57264.1832993031,666.286796331406
1429448396.5021,CC42,42,24993736.659129,57330.8375971317,666.920095682144
1429448396.6021,CC42,42,24993749.3561035,57397.4828447104,666.68726503849
1429448396.7021,CC42,42,24993762.0306856,57464.1413346529,667.24605858326
1429448396.8021,CC42,42,24993774.7391354,57530.8383091688,666.836276650429
1429448396.9021,CC42,42,24993787.4060988,57597.5069644451,666.799023747444
1429448397.0021,CC42,42,24993800.104614,57664.170339942,666.957348585129
1429448397.1021,CC42,42,24993812.8457354,57730.8606929779,666.407868266106
1429448397.2021,CC42,42,24993825.6129697,57797.5303916931,666.575506329537
1429448397.3021,CC42,42,24993838.3041795,57864.2017240524,667.65584051609
1429448397.4021,CC42,42,24993851.0357597,57930.9116783142,666.705891489983
1429448397.5021,CC42,42,24993863.7201283,57997.6345136166,666.612759232521
1429448397.6021,CC42,42,24993876.4442808,58064.3487808704,666.51962697506
1429448397.7021,CC42,42,24993889.1697064,58131.0692918301,667.376443743706
1429448397.8021,CC42,42,24993901.8621726,58197.7957981825,667.106360197067
1429448397.9021,CC42,42,24993914.5357471,58264.5580686331,667.273998260498
1429448398.0021,CC42,42,24993927.129839,58331.2841397524,667.786225676537
1429448398.1021,CC42,42,24993939.820655,58398.0259188414,667.590647935867
1429448398.2021,CC42,42,24993952.5185396,58464.7587758303,667.525455355644
1429448398.3021,CC42,42,24993965.1601746,58531.5160936117,668.000429868698
1429448398.4021,CC42,42,24993977.7749558,58598.2961515188,667.65584051609
1429448398.5021,CC42,42,24993990.3393301,58665.0544667244,667.711719870567
1429448398.6021,CC42,42,24994002.9312318,58731.8464379311,667.739659547806
1429448398.7021,CC42,42,24994015.5628388,58798.6215765476,668.26120018959
1429448398.8021,CC42,42,24994028.1391378,58865.4079456329,667.860731482506
1429448398.9021,CC42,42,24994040.6989696,58932.2193609476,667.758285999298
1429448399.0021,CC42,42,24994053.447439,58999.0066598654,668.01905632019
1429448399.1021,CC42,42,24994066.1724761,59065.7990083694,667.311251163483
1429448399.2021,CC42,42,24994078.8710752,59132.5812797546,667.497515678406
1429448399.3021,CC42,42,24994091.6576658,59199.407559514,668.521970510483
1429448399.4021,CC42,42,24994104.4373066,59266.2322868109,667.693093419075
1429448399.5021,CC42,42,24994117.2227441,59333.0443248749,668.419525027275
1429448399.6021,CC42,42,24994130.0537421,59399.883155942,668.363645672798
1429448399.7021,CC42,42,24994142.7893214,59466.7123858929,667.65584051609
1429448399.8021,CC42,42,24994155.5748322,59533.547352314,669.099390506744
1429448399.9021,CC42,42,24994168.34635,59600.3873872757,668.829306960106
1429448400.0021,CC42,42,24994181.0833156,59667.2237472534,668.372958898544
1429448400.1021,CC42,42,24994193.8526011,59734.1101685762,668.754801154137
1429448400.2021,CC42,42,24994206.6121767,59800.9492477179,668.57784986496
1429448400.3021,CC42,42,24994219.4867202,59867.8016930819,668.289139866829
1429448400.4021,CC42,42,24994232.2864651,59934.7080888748,668.345019221306
1429448400.5021,CC42,42,24994245.0905914,60001.5886819363,669.06213760376
1429448400.6021,CC42,42,24994257.6954411,60068.4741326571,668.670982122421
1429448400.7021,CC42,42,24994270.4733848,60135.3807353973,668.857246637344
1429448400.8021,CC42,42,24994283.1769561,60202.2770470381,669.006258249283
1429448400.9021,CC42,42,24994295.9267553,60269.2078137398,669.30428147316
1429448401.0021,CC42,42,24994308.6967942,60336.1027698517,669.639557600021
1429448401.1021,CC42,42,24994321.4282071,60403.0236170292,669.974833726883
1429448401.2021,CC42,42,24994334.0535855,60469.9668616056,669.90964114666
1429448401.3021,CC42,42,24994346.8212658,60536.9197125435,668.736174702644
1429448401.4021,CC42,42,24994359.4855523,60603.8522691727,669.676810503006
1429448401.5021,CC42,42,24994372.1906667,60670.8134059906,669.090077280998
1429448401.6021,CC42,42,24994384.8436604,60737.7762893438,669.984146952629
1429448401.7021,CC42,42,24994397.5801216,60804.7284252644,669.518485665321
1429448401.8021,CC42,42,24994410.3013763,60871.6854002476,669.714063405991
1429448401.9021,CC42,42,24994423.1290379,60938.6539627314,669.732689857483
1429448402.0021,CC42,42,24994436.0197861,61005.6259851456,669.592991471291
1429448402.1021,CC42,42,24994448.8719044,61072.6284487247,669.611617922783
1429448402.2021,CC42,42,24994461.6075861,61139.6002082825,670.701265335083
1429448402.3021,CC42,42,24994474.3803966,61206.574195385,670.263543725014
1429448402.4021,CC42,42,24994487.1677934,61273.5584447384,670.468434691429
1429448402.5021,CC42,42,24994499.9790952,61340.563180685,669.872388243675
1429448402.6021,CC42,42,24994512.8243221,61407.5542274714,670.15178501606
1429448402.7021,CC42,42,24994525.5226266,61474.5603265762,670.459121465683
1429448402.8021,CC42,42,24994538.2417693,61541.5760806799,670.570880174637
1429448402.9021,CC42,42,24994550.9127101,61608.623093009,669.760629534721
1429448403.0021,CC42,42,24994563.5950436,61675.6470602751,670.15178501606
1429448403.1021,CC42,42,24994576.2191902,61742.6815650463,670.896843075752
1429448403.2021,CC42,42,24994588.9917793,61809.7415879965,671.204179525375
1429448403.3021,CC42,42,24994601.686889,61876.7847540379,670.123845338822
1429448403.4021,CC42,42,24994614.3751436,61943.8262284994,670.51500082016
1429448403.5021,CC42,42,24994627.113484,62010.8936833143,670.617446303368
1429448403.6021,CC42,42,24994639.8924683,62077.9569019079,670.682638883591
1429448403.7021,CC42,42,24994652.6807262,62145.0215435028,670.216977596283
1429448403.8021,CC42,42,24994665.3959021,62212.1015689373,670.39392888546
1429448403.9021,CC42,42,24994678.202402,62279.1806954145,670.691952109337
1429448404.0021,CC42,42,24994690.9266093,62346.2565598488,671.064481139183
1429448404.1021,CC42,42,24994703.7668443,62413.3548810482,671.427696943283
1429448404.2021,CC42,42,24994716.5616753,62480.4674526453,670.840963721275
1429448404.3021,CC42,42,24994729.2830464,62547.587792635,671.464949846268
1429448404.4021,CC42,42,24994742.0452635,62614.7001702785,671.176239848137
1429448404.5021,CC42,42,24994754.8289791,62681.8216617107,670.971348881721
1429448404.6021,CC42,42,24994767.5242043,62748.9206688404,671.818852424621
1429448404.7021,CC42,42,24994780.2109424,62816.0667016506,671.138986945152
1429448404.8021,CC42,42,24994792.9361976,62883.2153720856,671.96786403656
1429448404.9021,CC42,42,24994805.7116933,62950.338655591,671.744346618652
1429448405.0021,CC42,42,24994818.5332512,63017.4654752016,671.232119202614
1429448405.1021,CC42,42,24994831.296539,63084.6102298498,671.772286295891
1429448405.2021,CC42,42,24994844.1030337,63151.7854571342,671.204179525375
1429448405.3021,CC42,42,24994856.8076395,63218.9492976665,671.893358230591
1429448405.4021,CC42,42,24994869.5711003,63286.1000105143,671.194866299629
1429448405.5021,CC42,42,24994882.2747654,63353.2698158026,672.247260808945
1429448405.6021,CC42,42,24994895.0015587,63420.4655001163,671.995803713799
1429448405.7021,CC42,42,24994907.7572604,63487.6401040554,671.697780489922
1429448405.8021,CC42,42,24994920.5173734,63554.8460665941,671.055167913437
1429448405.9021,CC42,42,24994933.3760741,63622.0162050724,672.647729516029
1429448406.0021,CC42,42,24994946.1424719,63689.2034571171,672.508031129837
1429448406.1021,CC42,42,24994958.9414442,63756.4197770357,672.433525323868
1429448406.2021,CC42,42,24994971.7674203,63823.620233655,672.237947583199
1429448406.3021,CC42,42,24994984.6223305,63890.8432974815,672.424212098122
1429448406.4021,CC42,42,24994997.4197068,63958.046669364,672.424212098122
1429448406.5021,CC42,42,24995010.0726003,64025.2835257053,672.312453389168
1429448406.6021,CC42,42,24995022.800177,64092.5247905254,671.958550810814
1429448406.7021,CC42,42,24995035.4367099,64159.7639247179,673.197209835052
1429448406.8021,CC42,42,24995048.1705495,64227.0245718956,672.033056616783
1429448406.9021,CC42,42,24995060.8294877,64294.2645857334,672.657042741776
1429448407.0021,CC42,42,24995073.4892871,64361.5160601139,672.619789838791
1429448407.1021,CC42,42,24995086.2082512,64428.7810856104,673.05751144886
1429448407.2021,CC42,42,24995099.0462833,64496.0335937738,672.359019517899
1429448407.3021,CC42,42,24995111.9076618,64563.2999446392,672.051683068275
1429448407.4021,CC42,42,24995124.6218409,64630.5656106472,672.861933708191
1429448407.5021,CC42,42,24995137.4270363,64697.8548446894,672.647729516029
1429448407.6021,CC42,42,24995150.2210488,64765.1367030144,673.90501499176
1429448407.7021,CC42,42,24995162.9804745,64832.4454196692,673.094764351845
1429448407.8021,CC42,42,24995175.8382123,64899.730512023,673.206523060799
1429448407.9021,CC42,42,24995188.624902,64967.0457611084,673.551112413406
1429448408.0021,CC42,42,24995201.412182,65034.3321385384,673.895701766014
1429448408.1021,CC42,42,24995214.2498081,65101.6467422247,672.852620482445
1429448408.2021,CC42,42,24995227.0778477,65168.9581202269,673.383474349976
1429448408.3021,CC42,42,24995239.8347515,65236.2852544785,673.392787575722
1429448408.4021,CC42,42,24995252.5663777,65303.6450129747,672.796741127968
1429448408.5021,CC42,42,24995265.4174158,65370.9711296558,672.945752739906
1429448408.6021,CC42,42,24995278.2344626,65438.3195376396,673.942267894745
1429448408.7021,CC42,42,24995291.1246412,65505.6530772448,673.020258545875
1429448408.8021,CC42,42,24995303.8934323,65572.993960619,674.51037466526
1429448408.9021,CC42,42,24995316.6983285,65640.36363554,673.66287112236
1429448409.0021,CC42,42,24995329.5277712,65707.7285060883,673.439353704453
1429448409.1021,CC42,42,24995342.2974219,65775.1060245037,673.811882734299
1429448409.2021,CC42,42,24995354.988859,65842.4786309004,673.001632094383
1429448409.30209,CC42,42,24995367.7544341,65909.8489105701,673.281028866768
1429448409.4021,CC42,42,24995380.4922465,65977.242144227,673.308968544006
1429448409.50209,CC42,42,24995393.3029141,66044.6374245882,674.137845635414
1429448409.60209,CC42,42,24995406.1657566,66112.0079803467,673.402100801468
1429448409.70209,CC42,42,24995418.9951785,66179.3882145882,674.054026603699
1429448409.80209,CC42,42,24995431.7887831,66246.8008863926,674.538314342499
1429448409.90209,CC42,42,24995444.5734163,66314.2467842102,673.877075314522
1429448410.00209,CC42,42,24995457.491138,66381.6426706314,673.942267894745
1429448410.10209,CC42,42,24995470.293746,66449.0395838022,673.932954668999
1429448410.20209,CC42,42,24995483.0487173,66516.4700880051,674.454495310783
1429448410.30209,CC42,42,24995495.9166169,66583.9130357504,674.640759825706
1429448410.40209,CC42,42,24995508.7320109,66651.3514460325,674.808397889137
1429448410.50209,CC42,42,24995521.6341723,66718.7760754824,673.737376928329
1429448410.60209,CC42,42,24995534.5064526,66786.2184576988,673.78394305706
1429448410.70209,CC42,42,24995547.4026762,66853.6538265944,673.998147249222
1429448410.80209,CC42,42,24995560.3074707,66921.0945717096,675.031915307045
1429448410.90209,CC42,42,24995573.2700499,66988.5731782913,674.864277243614
1429448411.00209,CC42,42,24995586.1537079,67056.0435150862,675.19024014473
1429448411.10209,CC42,42,24995599.0779866,67123.5040916204,673.830509185791
1429448411.20209,CC42,42,24995612.0439068,67190.9660925865,675.283372402191
1429448411.30209,CC42,42,24995624.8909291,67258.4476174116,673.858448863029
1429448411.40209,CC42,42,24995637.6317238,67325.9223319292,675.637274980545
1429448411.50209,CC42,42,24995650.4580988,67393.4341028929,674.519687891006
1429448411.60209,CC42,42,24995663.2053445,67460.9037846327,674.920156598091
1429448411.70209,CC42,42,24995676.0288314,67528.4115214348,674.333423376083
1429448411.80209,CC42,42,24995688.8481091,67595.8996576071,675.376504659653
1429448411.90209,CC42,42,24995701.6114503,67663.4294165373,674.82702434063
1429448412.00209,CC42,42,24995714.4013992,67730.9428181648,675.050541758537
1429448412.10209,CC42,42,24995727.116601,67798.4572843313,675.171613693237
1429448412.20209,CC42,42,24995739.7434172,67865.9807378054,674.529001116753
1429448412.30209,CC42,42,24995752.4557872,67933.5091203451,675.488263368607
1429448412.40209,CC42,42,24995765.0508438,68001.0224020481,675.152987241745
1429448412.50209,CC42,42,24995777.7740799,68068.5876230001,674.910843372345
1429448412.60209,CC42,42,24995790.5959055,68136.1687819958,675.022602081299
1429448412.70209,CC42,42,24995803.3369005,68203.7256737947,676.773488521576
1429448412.80209,CC42,42,24995816.0510847,68271.2774301767,676.428899168968
1429448412.90209,CC42,42,24995828.7018988,68338.8261153698,675.646588206291
1429448413.00209,CC42,42,24995841.5673447,68406.3987551928,675.35787820816
1429448413.10209,CC42,42,24995854.2913973,68473.9611608982,676.149502396584
1429448413.20209,CC42,42,24995867.0693039,68541.5612344742,675.67452788353
1429448413.30209,CC42,42,24995879.919466,68609.1250863075,675.339251756668
1429448413.40209,CC42,42,24995892.766386,68676.7368737459,677.201896905899
1429448413.50209,CC42,42,24995905.5494142,68744.3826787472,676.289200782776
1429448413.60209,CC42,42,24995918.4615626,68811.9729952812,675.870105624199
1429448413.70209,CC42,42,24995931.3081273,68879.5827594995,675.972551107407
1429448413.80209,CC42,42,24995944.2493157,68947.2017438412,676.363706588745
1429448413.90209,CC42,42,24995957.181277,69014.8422443867,676.028430461884
1429448414.00209,CC42,42,24995970.0699817,69082.4695472717,675.525516271591
1429448414.10209,CC42,42,24995983.0296532,69150.0669379234,676.922500133514
1429448414.20209,CC42,42,24995995.9225493,69217.7110337019,677.630305290222
1429448414.30209,CC42,42,24996008.9162868,69285.3638985157,676.587224006653
1429448414.40209,CC42,42,24996021.8910225,69353.0058211088,675.506889820099
1429448414.50209,CC42,42,24996034.8194008,69420.6876062155,675.730407238007
1429448414.60209,CC42,42,24996047.7559606,69488.3654894829,676.019117236137
1429448414.70209,CC42,42,24996060.7731233,69556.04007411,676.410272717476
1429448414.80209,CC42,42,24996073.7632136,69623.7165017128,677.322968840599
1429448414.90209,CC42,42,24996086.6338467,69691.403949976,677.052885293961
1429448415.00209,CC42,42,24996099.5244172,69759.1206092834,677.024945616722
1429448415.10209,CC42,42,24996112.4638547,69826.816701889,677.565112709999
1429448415.20209,CC42,42,24996125.3698253,69894.5028905869,677.043572068214
1429448415.30209,CC42,42,24996138.3623912,69962.2371401787,675.35787820816
1429448415.40209,CC42,42,24996151.2176429,70029.955821991,677.090138196945
1429448415.50209,CC42,42,24996164.1224807,70097.669314146,677.425414323807
1429448415.60209,CC42,42,24996176.9900704,70165.3898282051,676.428899168968
1429448415.70209,CC42,42,24996189.8180868,70233.1109907627,677.099451422691
1429448415.80209,CC42,42,24996202.6546783,70300.8432984352,676.708295941353
1429448415.90209,CC42,42,24996215.5439808,70368.5640633106,676.456838846207
1429448416.00209,CC42,42,24996228.4090168,70436.2759172916,677.993521094322
1429448416.10209,CC42,42,24996241.2729475,70503.9937431812,679.520890116692
1429448416.20209,CC42,42,24996254.0901557,70571.7340342999,678.207725286484
1429448416.30209,CC42,42,24996266.9622849,70639.4912035465,677.965581417084
1429448416.40209,CC42,42,24996279.7948928,70707.2701129913,677.183270454407
1429448416.50209,CC42,42,24996292.7354176,70775.0500922203,676.801428198814
1429448416.60209,CC42,42,24996305.5747371,70842.8127295971,677.015632390976
1429448416.70209,CC42,42,24996318.5696701,70910.5639755726,677.034258842468
1429448416.80209,CC42,42,24996331.3774557,70978.3329539299,678.543001413345
1429448416.90209,CC42,42,24996344.2585633,71046.1313521862,678.393989801407
1429448417.00209,CC42,42,24996357.1394809,71113.9524083138,678.226351737976
1429448417.10209,CC42,42,24996369.9562381,71181.7566800117,679.232180118561
1429448417.20209,CC42,42,24996382.7476843,71249.5730028152,678.254291415215
