gps_time,x,y,z,vE,vN,vU
1429448403.24037,4181961.76229307,860770.923712844,4723090.31835103,-2.08570873340655,-0.735342194042423,0.110323292041567
1429448403.29913,4181961.86834155,860770.723021936,4723090.28023141,-2.1656849397461,-0.742194021185309,0.0796516055702211
1429448403.40041,4181961.9531764,860770.533819734,4723090.22381923,-2.02421874513357,-0.711349202073232,-0.119424904556985
1429448403.50552,4181962.05858056,860770.344259104,4723090.17544,-2.06919851977601,-0.807046537687578,0.0744659219118183
1429448403.60005,4181962.16171944,860770.159288909,4723090.11657002,-2.01966947365145,-0.867514858143905,-0.0122311765056273
1429448403.69915,4181962.3034981,860769.98532531,4723090.05886295,-1.98976310133119,-1.15785523479082,0.264102667372793
1429448403.79842,4181962.41549869,860769.802495284,4723089.99952515,-2.01657286429081,-0.938433294825269,0.045166210575486
1429448403.89757,4181962.53056768,860769.632853109,4723089.93414714,-1.89358740220612,-1.02093403887266,0.0380622430210839
1429448404.0222,4181962.65456985,860769.46805929,4723089.85798596,-1.86410891580249,-1.16535517412443,0.0228182434989719
1429448404.20812,4181962.78440361,860769.308722291,4723089.7796246,-1.82241766772516,-1.23074028565507,0.0519800993573459
1429448404.21833,4181962.8938618,860769.162826789,4723089.68911343,-1.64968322111376,-1.1835857962239,-0.153690095583282
1429448404.29798,4181963.05497659,860769.013162996,4723089.61354725,-1.86038874481433,-1.34776208801429,0.16644155998901
1429448404.40214,4181963.19192856,860768.86805606,4723089.52443487,-1.69738868306849,-1.37579251239875,0.0377177327692481
1429448404.50239,4181963.33010275,860768.7296047,4723089.42817618,-1.63466315092934,-1.44242991095466,0.0015084543800759
1429448404.6009,4181963.48501314,860768.596751022,4723089.33713399,-1.6135765944884,-1.53794432930169,0.157383727256774
1429448404.69611,4181963.62136751,860768.466126209,4723089.24373761,-1.55433530260842,-1.42178395608981,0.0214387027957995
1429448404.80184,4181963.76930021,860768.344500132,4723089.14009829,-1.48953768335477,-1.58809878320523,0.0331154438430757
1429448404.89469,4181963.92962316,860768.226332341,4723089.03846316,-1.4806442490218,-1.67019378894274,0.133767856863676
1429448405.02935,4181964.07477355,860768.116577092,4723088.92896575,-1.3676567285207,-1.62476820928708,-0.0126896992385656
1429448405.1004,4181964.23613559,860768.02166364,4723088.81035535,-1.25496897015549,-1.8260653943428,0.0455853676890379
1429448405.20893,4181964.41032223,860767.926034291,4723088.70850426,-1.28783620673427,-1.80648164974812,0.253243608344999
1429448405.30157,4181964.57460933,860767.824397194,4723088.59463664,-1.3267224189828,-1.80560915427797,0.0909592415915322
1429448405.40154,4181964.74361557,860767.732340336,4723088.48454909,-1.08242427720676,-1.76697562709155,-0.0183346391205099
1429448405.50451,4181964.89422994,860767.652586364,4723088.35940539,-1.08481779815088,-1.81412914182311,-0.0529396047880867
1429448405.60847,4181965.05992106,860767.572213528,4723088.24444892,-1.12127514039851,-1.85501396336349,0.120687821675279
1429448405.6968,4181965.22846189,860767.499304479,4723088.12356517,-1.05391449192314,-1.92657977791306,0.105287594157007
1429448405.79974,4181965.38768166,860767.436607271,4723087.98519594,-0.935100331450679,-1.99079293384275,-0.0720558316200581
1429448405.898,4181965.54977183,860767.379103663,4723087.85306078,-0.890017268078075,-1.97785114030172,0.0001084168261551
1429448406.03252,4181965.72496431,860767.322696242,4723087.73316912,-0.90569553502551,-1.99318080682812,0.178424941159326
1429448406.2031,4181965.89262554,860767.271815337,4723087.59506797,-0.836381246031604,-2.06824669653312,0.0010958523605459
1429448406.20854,4181966.06720148,860767.222385649,4723087.45737919,-0.83610747106485,-2.11806156900362,0.0513689225889069
1429448406.29698,4181966.20388094,860767.175888406,4723087.29136932,-0.817557861838201,-2.13134525003791,-0.0336607125682524
1429448406.40707,4181966.37183097,860767.136410683,4723087.156896,-0.72527230665493,-2.0632184867387,0.0453385490887586
